id,name,epithet,role,roleLabel,type,visibleAff,hiddenAff,pairEdges,existingGapsSupplied,firstAssignedGaps,archetype,personality,gender,species,ageBand,culturalBasis,visualConcept,costumeNotes,poseAction,backgroundConcept,portraitPrompt,spoilerConstraints,img,status,productionAdaptation
cv3_mascot_007,Clove,The Haunted Ladle,pet,Mascot,shonen,"[""cooking"", ""horror""]",martial,"[""cooking|horror"", ""cooking|martial"", ""horror|martial""]","[""cooking|horror"", ""cooking|martial"", ""horror|martial""]","[""cooking|horror"", ""cooking|martial"", ""horror|martial""]",ferret companion connecting cooking and horror,"Laughs when nervous, then does the difficult thing. Expresses this through repeated animal behaviour, not spoken exposition.",male,ferret,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive ferret, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable ferret anatomy; one small cloth collar or light satchel; no human hands or full human outfit,settling beside a small prop,a tiled open kitchen beside a market; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: One expressive ferret, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable ferret anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: settling beside a small prop. Setting: a tiled open kitchen beside a market; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts cooking and horror. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity martial is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_007.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_008,Miso,Whiskers Between Clans,pet,Mascot,shonen,"[""samurai"", ""shinobi""]",cooking,"[""cooking|samurai"", ""cooking|shinobi"", ""samurai|shinobi""]","[""cooking|samurai"", ""cooking|shinobi"", ""samurai|shinobi""]","[""cooking|samurai"", ""cooking|shinobi"", ""samurai|shinobi""]",shiba puppy companion connecting samurai and shinobi,"Collects small gifts for people far from home. Expresses this through repeated animal behaviour, not spoken exposition.",female,shiba puppy,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive shiba puppy, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable shiba puppy anatomy; one small cloth collar or light satchel; no human hands or full human outfit,turning mid-step toward a distant sound,a feudal gatehouse with a windswept stone approach; secondary environment cue: a tiled roof above a guarded archive at dusk,"One standalone square premium anime game portrait. Subject: One expressive shiba puppy, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable shiba puppy anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: turning mid-step toward a distant sound. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a tiled roof above a guarded archive at dusk. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and shinobi. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit.","Hidden affinity cooking is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_008.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_009,Pebble,The Foraging Flame,pet,Mascot,shonen,"[""survival"", ""cooking""]",supernatural,"[""cooking|supernatural"", ""cooking|survival"", ""supernatural|survival""]","[""cooking|supernatural"", ""cooking|survival"", ""supernatural|survival""]","[""cooking|supernatural"", ""cooking|survival"", ""supernatural|survival""]",hedgehog companion connecting survival and cooking,"Refuses credit until the whole team is named. Expresses this through repeated animal behaviour, not spoken exposition.",male,hedgehog,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive hedgehog, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable hedgehog anatomy; one small cloth collar or light satchel; no human hands or full human outfit,leaping across a low ledge,a broken mountain footbridge under clearing storm light; secondary environment cue: a tiled open kitchen beside a market,"One standalone square premium anime game portrait. Subject: One expressive hedgehog, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable hedgehog anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: leaping across a low ledge. Setting: a broken mountain footbridge under clearing storm light; secondary environment cue: a tiled open kitchen beside a market. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts survival and cooking. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity supernatural is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_009.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_010,Patch,The Enchanted Gecko,pet,Mascot,shonen,"[""cyber"", ""fantasy""]",military,"[""cyber|fantasy"", ""cyber|military"", ""fantasy|military""]","[""cyber|fantasy"", ""cyber|military"", ""fantasy|military""]","[""cyber|fantasy"", ""cyber|military"", ""fantasy|military""]",gecko companion connecting cyber and fantasy,"Takes enormous care with other people’s belongings. Expresses this through repeated animal behaviour, not spoken exposition.",female,gecko,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive gecko, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable gecko anatomy; one small utility harness; no human hands or full human outfit,perching alertly with a cocked head,a rainlit cable-lined transit arcade; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: One expressive gecko, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable gecko anatomy; one small utility harness; no human hands or full human outfit. Action: perching alertly with a cocked head. Setting: a rainlit cable-lined transit arcade; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts cyber and fantasy. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity military is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_010.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_011,Rook,The Wired Wing,pet,Mascot,shonen,"[""samurai"", ""cyber""]",horror,"[""cyber|horror"", ""cyber|samurai"", ""horror|samurai""]","[""cyber|horror"", ""cyber|samurai"", ""horror|samurai""]","[""cyber|horror"", ""cyber|samurai"", ""horror|samurai""]",crow companion connecting samurai and cyber,"Turns every failure into a new rehearsal. Expresses this through repeated animal behaviour, not spoken exposition.",male,crow,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive crow, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable crow anatomy; one small cloth collar or light satchel; no human hands or full human outfit,trotting toward the viewer,a feudal gatehouse with a windswept stone approach; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: One expressive crow, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable crow anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: trotting toward the viewer. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and cyber. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia.","Hidden affinity horror is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_011.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_012,Ticker,The Salvage Whisker,pet,Mascot,shonen,"[""survival"", ""cyber""]",martial,"[""cyber|martial"", ""cyber|survival"", ""martial|survival""]","[""cyber|martial"", ""cyber|survival"", ""martial|survival""]","[""cyber|martial"", ""cyber|survival"", ""martial|survival""]",stoat companion connecting survival and cyber,"Needs solitude after appearing fearless. Expresses this through repeated animal behaviour, not spoken exposition.",female,stoat,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive stoat, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable stoat anatomy; one small cloth collar or light satchel; no human hands or full human outfit,bracing tiny paws against the wind,a broken mountain footbridge under clearing storm light; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: One expressive stoat, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable stoat anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: bracing tiny paws against the wind. Setting: a broken mountain footbridge under clearing storm light; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts survival and cyber. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity martial is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_012.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_013,Mallow,The Silent Quill,pet,Mascot,shonen,"[""shinobi"", ""cyber""]",slice,"[""cyber|shinobi"", ""cyber|slice"", ""shinobi|slice""]","[""cyber|shinobi"", ""cyber|slice"", ""shinobi|slice""]","[""cyber|shinobi"", ""cyber|slice"", ""shinobi|slice""]",house sparrow companion connecting shinobi and cyber,"Shares food before sharing a secret. Expresses this through repeated animal behaviour, not spoken exposition.",male,house sparrow,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive house sparrow, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable house sparrow anatomy; one small cloth collar or light satchel; no human hands or full human outfit,reaching curiously toward a harmless object,a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: One expressive house sparrow, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable house sparrow anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: reaching curiously toward a harmless object. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and cyber. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume.","Hidden affinity slice is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_013.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_014,Sprig,The Hearthside Myth,pet,Mascot,shonen,"[""mythology"", ""slice""]",fantasy,"[""fantasy|mythology"", ""fantasy|slice"", ""mythology|slice""]","[""fantasy|mythology"", ""fantasy|slice"", ""mythology|slice""]","[""fantasy|mythology"", ""fantasy|slice"", ""mythology|slice""]",moss hare companion connecting mythology and slice,"Notices the missing chair before the guest arrives. Expresses this through repeated animal behaviour, not spoken exposition.",female,moss hare,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive moss hare, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable moss hare anatomy; one small cloth collar or light satchel; no human hands or full human outfit,balancing on a rail,a hilltop sanctuary with uninscribed stone reliefs; secondary environment cue: a sunlit neighbourhood courtyard,"One standalone square premium anime game portrait. Subject: One expressive moss hare, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable moss hare anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: balancing on a rail. Setting: a hilltop sanctuary with uninscribed stone reliefs; secondary environment cue: a sunlit neighbourhood courtyard. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mythology and slice. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity fantasy is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_014.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_015,Flotsam,The Pocket Poltergeist,pet,Mascot,shonen,"[""supernatural"", ""fantasy""]",pirate,"[""fantasy|pirate"", ""fantasy|supernatural"", ""pirate|supernatural""]","[""fantasy|pirate"", ""fantasy|supernatural"", ""pirate|supernatural""]","[""fantasy|pirate"", ""fantasy|supernatural"", ""pirate|supernatural""]",sea otter companion connecting supernatural and fantasy,"Always prepares a way back. Expresses this through repeated animal behaviour, not spoken exposition.",male,sea otter,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive sea otter, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable sea otter anatomy; one small cloth collar or light satchel; no human hands or full human outfit,settling beside a small prop,an old city lane with subtle impossible reflections; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: One expressive sea otter, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable sea otter anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: settling beside a small prop. Setting: an old city lane with subtle impossible reflections; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts supernatural and fantasy. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity pirate is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_015.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_016,Kuzu,The Foxbound Fable,pet,Mascot,shonen,"[""samurai"", ""fantasy""]",supernatural,"[""fantasy|samurai"", ""fantasy|supernatural"", ""samurai|supernatural""]","[""fantasy|samurai"", ""fantasy|supernatural"", ""samurai|supernatural""]","[""fantasy|samurai"", ""samurai|supernatural""]",fox cub companion connecting samurai and fantasy,"Counts steps to settle a racing mind. Expresses this through repeated animal behaviour, not spoken exposition.",female,fox cub,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive fox cub, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable fox cub anatomy; one small cloth collar or light satchel; no human hands or full human outfit,turning mid-step toward a distant sound,a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: One expressive fox cub, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable fox cub anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: turning mid-step toward a distant sound. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and fantasy. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia.","Hidden affinity supernatural is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_016.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_017,Cinder,The Iron Nightlight,pet,Mascot,shonen,"[""mecha"", ""horror""]",mythology,"[""horror|mecha"", ""horror|mythology"", ""mecha|mythology""]","[""horror|mecha"", ""horror|mythology"", ""mecha|mythology""]","[""horror|mecha"", ""horror|mythology"", ""mecha|mythology""]",robotic beetle companion connecting mecha and horror,"Trusts actions more than titles. Expresses this through repeated animal behaviour, not spoken exposition.",male,robotic beetle,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive robotic beetle, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable robotic beetle anatomy; one small utility harness; no human hands or full human outfit,leaping across a low ledge,an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: One expressive robotic beetle, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable robotic beetle anatomy; one small utility harness; no human hands or full human outfit. Action: leaping across a low ledge. Setting: an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mecha and horror. Show unmistakable functional cockpit, mech shoulder or support rig; keep the character as the focus. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity mythology is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_017.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_018,Brisk,The Deckside Dread,pet,Mascot,shonen,"[""pirate"", ""horror""]",military,"[""horror|military"", ""horror|pirate"", ""military|pirate""]","[""horror|military"", ""horror|pirate"", ""military|pirate""]","[""horror|military"", ""horror|pirate"", ""military|pirate""]",terrier companion connecting pirate and horror,"Makes room for a rival to change. Expresses this through repeated animal behaviour, not spoken exposition.",female,terrier,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive terrier, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable terrier anatomy; one small cloth collar or light satchel; no human hands or full human outfit,perching alertly with a cocked head,a working ship deck beside a busy harbour; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: One expressive terrier, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable terrier anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: perching alertly with a cocked head. Setting: a working ship deck beside a busy harbour; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts pirate and horror. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity military is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_018.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_019,Whisker,The Midnight Feather,pet,Mascot,shonen,"[""shinobi"", ""horror""]",mystery,"[""horror|mystery"", ""horror|shinobi"", ""mystery|shinobi""]","[""horror|mystery"", ""horror|shinobi"", ""mystery|shinobi""]","[""horror|mystery"", ""horror|shinobi"", ""mystery|shinobi""]",barn owl companion connecting shinobi and horror,"Keeps a repaired object as a reminder. Expresses this through repeated animal behaviour, not spoken exposition.",male,barn owl,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive barn owl, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable barn owl anatomy; one small cloth collar or light satchel; no human hands or full human outfit,trotting toward the viewer,a tiled roof above a guarded archive at dusk; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: One expressive barn owl, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable barn owl anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: trotting toward the viewer. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and horror. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume.","Hidden affinity mystery is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_019.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_020,Skipper,The Fleetfoot Stowaway,pet,Mascot,shonen,"[""pirate"", ""sports""]",horror,"[""horror|pirate"", ""horror|sports"", ""pirate|sports""]","[""horror|pirate"", ""horror|sports"", ""pirate|sports""]","[""horror|sports"", ""pirate|sports""]",raccoon companion connecting pirate and sports,"Asks permission even when in command. Expresses this through repeated animal behaviour, not spoken exposition.",female,raccoon,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive raccoon, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable raccoon anatomy; one small cloth collar or light satchel; no human hands or full human outfit,bracing tiny paws against the wind,a working ship deck beside a busy harbour; secondary environment cue: an empty athletics track at golden hour,"One standalone square premium anime game portrait. Subject: One expressive raccoon, slate and gold colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable raccoon anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: bracing tiny paws against the wind. Setting: a working ship deck beside a busy harbour; secondary environment cue: an empty athletics track at golden hour. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts pirate and sports. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity horror is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_020.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_021,Trill,The Shanty Whistle,pet,Mascot,shonen,"[""pirate"", ""idol""]",isekai,"[""idol|isekai"", ""idol|pirate"", ""isekai|pirate""]","[""idol|isekai"", ""idol|pirate"", ""isekai|pirate""]","[""idol|isekai"", ""idol|pirate"", ""isekai|pirate""]",cockatiel companion connecting pirate and idol,"Hides worry behind meticulous preparation. Expresses this through repeated animal behaviour, not spoken exposition.",male,cockatiel,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive cockatiel, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable cockatiel anatomy; one small cloth collar or light satchel; no human hands or full human outfit,reaching curiously toward a harmless object,a working ship deck beside a busy harbour; secondary environment cue: a rehearsal stage with blurred amber footlights,"One standalone square premium anime game portrait. Subject: One expressive cockatiel, warm cinnamon colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable cockatiel anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: reaching curiously toward a harmless object. Setting: a working ship deck beside a busy harbour; secondary environment cue: a rehearsal stage with blurred amber footlights. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts pirate and idol. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity isekai is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_021.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_022,Tempo,The Chrome Chorus,pet,Mascot,shonen,"[""mecha"", ""idol""]",martial,"[""idol|martial"", ""idol|mecha"", ""martial|mecha""]","[""idol|martial"", ""idol|mecha"", ""martial|mecha""]","[""idol|martial"", ""idol|mecha"", ""martial|mecha""]",robotic rabbit companion connecting mecha and idol,"Writes down the questions nobody answered. Expresses this through repeated animal behaviour, not spoken exposition.",female,robotic rabbit,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive robotic rabbit, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable robotic rabbit anatomy; one small utility harness; no human hands or full human outfit,balancing on a rail,an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: a rehearsal stage with blurred amber footlights,"One standalone square premium anime game portrait. Subject: One expressive robotic rabbit, cream and charcoal colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable robotic rabbit anatomy; one small utility harness; no human hands or full human outfit. Action: balancing on a rail. Setting: an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: a rehearsal stage with blurred amber footlights. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mecha and idol. Show unmistakable functional cockpit, mech shoulder or support rig; keep the character as the focus. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity martial is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_022.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_mascot_023,Finch,The Everyday Oracle,pet,Mascot,shonen,"[""mythology"", ""slice""]",idol,"[""idol|mythology"", ""idol|slice"", ""mythology|slice""]","[""idol|mythology"", ""idol|slice"", ""mythology|slice""]","[""idol|mythology"", ""idol|slice""]",goldfinch companion connecting mythology and slice,"Finds courage in small routines. Expresses this through repeated animal behaviour, not spoken exposition.",male,goldfinch,adult companion,Original animal companion in a Japanese-inspired fictional setting,"One expressive goldfinch, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials",Natural readable goldfinch anatomy; one small cloth collar or light satchel; no human hands or full human outfit,settling beside a small prop,a hilltop sanctuary with uninscribed stone reliefs; secondary environment cue: a sunlit neighbourhood courtyard,"One standalone square premium anime game portrait. Subject: One expressive goldfinch, russet and ivory colour accents, oversized expressive eyes but detailed painted fur/feathers/materials. Costume: Natural readable goldfinch anatomy; one small cloth collar or light satchel; no human hands or full human outfit. Action: settling beside a small prop. Setting: a hilltop sanctuary with uninscribed stone reliefs; secondary environment cue: a sunlit neighbourhood courtyard. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mythology and slice. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity idol is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_mascot_023.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
