role,genre_a,genre_b,count,ids
pet,military,survival,1,"[""p_loader""]"
pet,mystery,mythology,1,"[""s_haruto""]"
pet,mystery,nordic,0,[]
pet,mystery,pirate,2,"[""s_haruto"", ""p_cogsworth""]"
pet,mystery,romance,1,"[""p_momo2""]"
pet,mystery,samurai,0,[]
pet,mystery,shinobi,0,[]
pet,mystery,slice,0,[]
pet,mystery,space,0,[]
pet,mystery,sports,1,"[""p_maru""]"
pet,mystery,supernatural,1,"[""s_koko""]"
pet,mystery,survival,0,[]
pet,mythology,nordic,1,"[""p_lumen""]"
pet,mythology,pirate,2,"[""s_haruto"", ""p_fuu""]"
pet,mythology,romance,0,[]
pet,mythology,samurai,0,[]
pet,mythology,shinobi,0,[]
pet,mythology,slice,0,[]
pet,mythology,space,0,[]
pet,mythology,sports,1,"[""p_nitro""]"
pet,mythology,supernatural,0,[]
pet,mythology,survival,0,[]
pet,nordic,pirate,0,[]
pet,nordic,romance,0,[]
pet,nordic,samurai,0,[]
pet,nordic,shinobi,0,[]
pet,nordic,slice,0,[]
pet,nordic,space,1,"[""p_fuwa""]"
pet,nordic,sports,1,"[""p_mugi""]"
pet,nordic,supernatural,0,[]
pet,nordic,survival,1,"[""p_mugi""]"
pet,pirate,romance,0,[]
pet,pirate,samurai,0,[]
pet,pirate,shinobi,0,[]
pet,pirate,slice,2,"[""p_sora"", ""p_yuzu""]"
pet,pirate,space,1,"[""p_brine""]"
pet,pirate,sports,0,[]
pet,pirate,supernatural,0,[]
pet,pirate,survival,1,"[""p_silt""]"
pet,romance,samurai,0,[]
pet,romance,shinobi,0,[]
pet,romance,slice,2,"[""p_mochi"", ""p_nemu""]"
pet,romance,space,0,[]
pet,romance,sports,2,"[""p_hachi"", ""p_goma""]"
pet,romance,supernatural,1,"[""p_sakumi""]"
pet,romance,survival,2,"[""p_gon"", ""p_nemu""]"
pet,samurai,shinobi,0,[]
pet,samurai,slice,0,[]
pet,samurai,space,0,[]
pet,samurai,sports,0,[]
pet,samurai,supernatural,0,[]
pet,samurai,survival,0,[]
pet,shinobi,slice,0,[]
pet,shinobi,space,0,[]
pet,shinobi,sports,0,[]
pet,shinobi,supernatural,0,[]
pet,shinobi,survival,0,[]
pet,slice,space,1,"[""p_umi""]"
pet,slice,sports,1,"[""p_teto""]"
pet,slice,supernatural,0,[]
pet,slice,survival,3,"[""p_loader"", ""p_umi"", ""p_nemu""]"
pet,space,sports,0,[]
pet,space,supernatural,1,"[""p_nya""]"
pet,space,survival,1,"[""p_umi""]"
pet,sports,supernatural,1,"[""p_kuro""]"
pet,sports,survival,1,"[""p_mugi""]"
pet,supernatural,survival,0,[]
villain,comedy,cooking,1,"[""v_grandfinale""]"
villain,comedy,cyber,0,[]
villain,comedy,fantasy,1,"[""v_hollowchild""]"
villain,comedy,horror,2,"[""v_ash"", ""v_lich""]"
villain,comedy,idol,1,"[""v_harlequin""]"
villain,comedy,isekai,1,"[""v_lich""]"
villain,comedy,magical,0,[]
villain,comedy,martial,0,[]
villain,comedy,mecha,1,"[""v_grandfinale""]"
villain,comedy,military,1,"[""v_ash""]"
villain,comedy,mystery,0,[]
villain,comedy,mythology,0,[]
villain,comedy,nordic,1,"[""v_scuttle""]"
villain,comedy,pirate,1,"[""v_scuttle""]"
villain,comedy,romance,1,"[""v_lovelace""]"
villain,comedy,samurai,0,[]
villain,comedy,shinobi,0,[]
villain,comedy,slice,0,[]
villain,comedy,space,2,"[""v_lovelace"", ""v_hollowchild""]"
villain,comedy,sports,0,[]
villain,comedy,supernatural,0,[]
villain,comedy,survival,1,"[""v_harlequin""]"
villain,cooking,cyber,0,[]
villain,cooking,fantasy,0,[]
villain,cooking,horror,3,"[""v_fang"", ""v_silence"", ""v_moth""]"
villain,cooking,idol,1,"[""v_einar""]"
villain,cooking,isekai,1,"[""v_magus""]"
villain,cooking,magical,1,"[""v_magus""]"
villain,cooking,martial,0,[]
villain,cooking,mecha,1,"[""v_grandfinale""]"
villain,cooking,military,1,"[""v_gravemark""]"
villain,cooking,mystery,1,"[""v_paradox""]"
villain,cooking,mythology,1,"[""v_moth""]"
villain,cooking,nordic,2,"[""v_gravemark"", ""v_einar""]"
villain,cooking,pirate,1,"[""v_silence""]"
villain,cooking,romance,1,"[""v_fang""]"
villain,cooking,samurai,0,[]
villain,cooking,shinobi,0,[]
villain,cooking,slice,0,[]
villain,cooking,space,1,"[""v_paradox""]"
villain,cooking,sports,0,[]
villain,cooking,supernatural,0,[]
villain,cooking,survival,0,[]
villain,cyber,fantasy,1,"[""v_collector""]"
villain,cyber,horror,0,[]
villain,cyber,idol,0,[]
villain,cyber,isekai,0,[]
villain,cyber,magical,1,"[""v_mirage""]"
villain,cyber,martial,0,[]
villain,cyber,mecha,1,"[""v_glitch""]"
villain,cyber,military,0,[]
villain,cyber,mystery,1,"[""v_mirage""]"
villain,cyber,mythology,2,"[""v_blackout"", ""v_collector""]"
villain,cyber,nordic,1,"[""v_kairos""]"
villain,cyber,pirate,0,[]
villain,cyber,romance,3,"[""v_zero"", ""v_kairos"", ""v_frostbite""]"
villain,cyber,samurai,0,[]
villain,cyber,shinobi,0,[]
villain,cyber,slice,1,"[""v_glitch""]"
villain,cyber,space,1,"[""v_zero""]"
villain,cyber,sports,1,"[""v_frostbite""]"
villain,cyber,supernatural,0,[]
villain,cyber,survival,1,"[""v_blackout""]"
villain,fantasy,horror,0,[]
villain,fantasy,idol,0,[]
villain,fantasy,isekai,1,"[""v_overlord""]"
villain,fantasy,magical,2,"[""v_amethyst"", ""v_hex""]"
villain,fantasy,martial,0,[]
villain,fantasy,mecha,1,"[""v_overlord""]"
villain,fantasy,military,0,[]
villain,fantasy,mystery,0,[]
villain,fantasy,mythology,1,"[""v_collector""]"
villain,fantasy,nordic,1,"[""v_amethyst""]"
villain,fantasy,pirate,0,[]
villain,fantasy,romance,0,[]
villain,fantasy,samurai,0,[]
villain,fantasy,shinobi,0,[]
villain,fantasy,slice,0,[]
villain,fantasy,space,1,"[""v_hollowchild""]"
villain,fantasy,sports,1,"[""v_hex""]"
villain,fantasy,supernatural,0,[]
villain,fantasy,survival,0,[]
villain,horror,idol,1,"[""v_plague""]"
villain,horror,isekai,2,"[""v_titanus"", ""v_lich""]"
villain,horror,magical,0,[]
villain,horror,martial,1,"[""v_reaper""]"
villain,horror,mecha,0,[]
villain,horror,military,1,"[""v_ash""]"
villain,horror,mystery,1,"[""v_plague""]"
villain,horror,mythology,1,"[""v_moth""]"
villain,horror,nordic,0,[]
villain,horror,pirate,1,"[""v_silence""]"
villain,horror,romance,2,"[""v_hollow"", ""v_fang""]"
villain,horror,samurai,0,[]
villain,horror,shinobi,0,[]
villain,horror,slice,0,[]
villain,horror,space,0,[]
villain,horror,sports,1,"[""v_reaper""]"
villain,horror,supernatural,1,"[""v_hollow""]"
villain,horror,survival,1,"[""v_titanus""]"
villain,idol,isekai,0,[]
villain,idol,magical,0,[]
villain,idol,martial,2,"[""v_carnage"", ""v_falsetto""]"
villain,idol,mecha,2,"[""v_bioform"", ""v_obsidian""]"
villain,idol,military,1,"[""v_puppeteer""]"
villain,idol,mystery,1,"[""v_plague""]"
villain,idol,mythology,0,[]
villain,idol,nordic,1,"[""v_einar""]"
villain,idol,pirate,0,[]
villain,idol,romance,3,"[""v_falsetto"", ""v_obsidian"", ""v_rosethorn""]"
villain,idol,samurai,0,[]
villain,idol,shinobi,0,[]
villain,idol,slice,1,"[""v_puppeteer""]"
villain,idol,space,0,[]
villain,idol,sports,2,"[""v_carnage"", ""v_bioform""]"
villain,idol,supernatural,0,[]
villain,idol,survival,2,"[""v_harlequin"", ""v_rosethorn""]"
villain,isekai,magical,1,"[""v_magus""]"
villain,isekai,martial,0,[]
villain,isekai,mecha,1,"[""v_overlord""]"
villain,isekai,military,0,[]
villain,isekai,mystery,0,[]
villain,isekai,mythology,0,[]
villain,isekai,nordic,0,[]
villain,isekai,pirate,0,[]
villain,isekai,romance,0,[]
villain,isekai,samurai,0,[]
villain,isekai,shinobi,0,[]
villain,isekai,slice,0,[]
villain,isekai,space,0,[]
villain,isekai,sports,0,[]
villain,isekai,supernatural,0,[]
villain,isekai,survival,1,"[""v_titanus""]"
villain,magical,martial,0,[]
villain,magical,mecha,0,[]
villain,magical,military,1,"[""v_warden""]"
villain,magical,mystery,1,"[""v_mirage""]"
villain,magical,mythology,0,[]
villain,magical,nordic,1,"[""v_amethyst""]"
villain,magical,pirate,0,[]
villain,magical,romance,0,[]
villain,magical,samurai,0,[]
villain,magical,shinobi,0,[]
villain,magical,slice,0,[]
villain,magical,space,0,[]
villain,magical,sports,1,"[""v_hex""]"
villain,magical,supernatural,0,[]
villain,magical,survival,1,"[""v_warden""]"
villain,martial,mecha,0,[]
villain,martial,military,1,"[""sen""]"
villain,martial,mystery,3,"[""v_onikage"", ""v_inquisitor"", ""aya""]"
villain,martial,mythology,0,[]
villain,martial,nordic,0,[]
villain,martial,pirate,1,"[""v_inquisitor""]"
villain,martial,romance,3,"[""sen"", ""v_falsetto"", ""aya""]"
villain,martial,samurai,0,[]
villain,martial,shinobi,0,[]
villain,martial,slice,0,[]
villain,martial,space,0,[]
villain,martial,sports,2,"[""v_carnage"", ""v_reaper""]"
villain,martial,supernatural,1,"[""v_onikage""]"
villain,martial,survival,0,[]
villain,mecha,military,1,"[""v_kurogane""]"
villain,mecha,mystery,0,[]
villain,mecha,mythology,0,[]
villain,mecha,nordic,0,[]
villain,mecha,pirate,0,[]
villain,mecha,romance,2,"[""v_volt"", ""v_obsidian""]"
villain,mecha,samurai,0,[]
villain,mecha,shinobi,0,[]
villain,mecha,slice,2,"[""v_kurogane"", ""v_glitch""]"
villain,mecha,space,1,"[""v_volt""]"
villain,mecha,sports,1,"[""v_bioform""]"
villain,mecha,supernatural,0,[]
villain,mecha,survival,0,[]
villain,military,mystery,0,[]
villain,military,mythology,0,[]
villain,military,nordic,1,"[""v_gravemark""]"
villain,military,pirate,1,"[""v_dread""]"
villain,military,romance,1,"[""sen""]"
villain,military,samurai,0,[]
villain,military,shinobi,0,[]
villain,military,slice,3,"[""v_kurogane"", ""v_puppeteer"", ""v_dread""]"
villain,military,space,0,[]
villain,military,sports,0,[]
villain,military,supernatural,0,[]
villain,military,survival,1,"[""v_warden""]"
villain,mystery,mythology,1,"[""v_sinister""]"
villain,mystery,nordic,0,[]
villain,mystery,pirate,1,"[""v_inquisitor""]"
villain,mystery,romance,2,"[""v_nightshade"", ""aya""]"
villain,mystery,samurai,0,[]
villain,mystery,shinobi,0,[]
villain,mystery,slice,2,"[""v_nocturne"", ""v_sinister""]"
villain,mystery,space,1,"[""v_paradox""]"
villain,mystery,sports,0,[]
villain,mystery,supernatural,2,"[""v_onikage"", ""v_nocturne""]"
villain,mystery,survival,1,"[""v_nightshade""]"
villain,mythology,nordic,0,[]
villain,mythology,pirate,1,"[""v_baron""]"
villain,mythology,romance,0,[]
villain,mythology,samurai,0,[]
villain,mythology,shinobi,0,[]
villain,mythology,slice,1,"[""v_sinister""]"
villain,mythology,space,0,[]
villain,mythology,sports,1,"[""v_baron""]"
villain,mythology,supernatural,0,[]
villain,mythology,survival,1,"[""v_blackout""]"
villain,nordic,pirate,1,"[""v_scuttle""]"
villain,nordic,romance,1,"[""v_kairos""]"
villain,nordic,samurai,0,[]
villain,nordic,shinobi,0,[]
villain,nordic,slice,0,[]
villain,nordic,space,0,[]
villain,nordic,sports,0,[]
villain,nordic,supernatural,0,[]
villain,nordic,survival,0,[]
villain,pirate,romance,0,[]
villain,pirate,samurai,0,[]
villain,pirate,shinobi,0,[]
villain,pirate,slice,1,"[""v_dread""]"
villain,pirate,space,0,[]
villain,pirate,sports,2,"[""v_baron"", ""v_tempest""]"
villain,pirate,supernatural,1,"[""v_tempest""]"
villain,pirate,survival,0,[]
villain,romance,samurai,0,[]
villain,romance,shinobi,0,[]
villain,romance,slice,1,"[""v_venom""]"
villain,romance,space,3,"[""v_volt"", ""v_zero"", ""v_lovelace""]"
villain,romance,sports,1,"[""v_frostbite""]"
villain,romance,supernatural,1,"[""v_hollow""]"
villain,romance,survival,3,"[""v_nightshade"", ""v_venom"", ""v_rosethorn""]"
villain,samurai,shinobi,0,[]
villain,samurai,slice,0,[]
villain,samurai,space,0,[]
villain,samurai,sports,0,[]
villain,samurai,supernatural,0,[]
villain,samurai,survival,0,[]
villain,shinobi,slice,0,[]
villain,shinobi,space,0,[]
villain,shinobi,sports,0,[]
villain,shinobi,supernatural,0,[]
villain,shinobi,survival,0,[]
villain,slice,space,0,[]
villain,slice,sports,0,[]
villain,slice,supernatural,1,"[""v_nocturne""]"
villain,slice,survival,1,"[""v_venom""]"
villain,space,sports,0,[]
villain,space,supernatural,0,[]
villain,space,survival,0,[]
villain,sports,supernatural,1,"[""v_tempest""]"
villain,sports,survival,0,[]
villain,supernatural,survival,0,[]
