role,anime_type,genre_a,genre_b,witness_id
secondary,shonen,comedy,romance,cv3_sidekick_004
secondary,shonen,cooking,romance,cv3_sidekick_009
secondary,shonen,military,romance,s_kanna
secondary,shonen,romance,supernatural,v4_sidekick_shonen_018
secondary,shonen,romance,space,v4_sidekick_shonen_018
secondary,shonen,magical,romance,cv3_sidekick_009
secondary,shonen,romance,survival,v4_sidekick_shonen_016
secondary,shonen,pirate,romance,v4_sidekick_shonen_019
secondary,shonen,martial,romance,s_okada
secondary,shonen,mythology,romance,v4_sidekick_shonen_034
secondary,shonen,nordic,romance,cv3_sidekick_004
secondary,shonen,romance,samurai,v4_sidekick_shonen_019
secondary,shonen,romance,shinobi,v4_sidekick_shonen_012
secondary,shonen,cyber,sports,cv3_sidekick_016
secondary,shonen,fantasy,sports,v4_sidekick_shonen_029
secondary,shonen,idol,sports,s_akane
secondary,shonen,mystery,sports,v4_sidekick_shonen_030
secondary,shonen,comedy,sports,s_bolt
secondary,shonen,cooking,sports,cv3_sidekick_012
secondary,shonen,military,sports,s_takeshi
secondary,shonen,sports,supernatural,v4_sidekick_shonen_008
secondary,shonen,space,sports,s_ren
secondary,shonen,magical,sports,s_takeshi
secondary,shonen,sports,survival,s_riku
secondary,shonen,pirate,sports,s_akane
secondary,shonen,martial,sports,s_okada
secondary,shonen,mythology,sports,s_yuna
secondary,shonen,nordic,sports,cv3_sidekick_016
secondary,shonen,samurai,sports,cv3_sidekick_012
secondary,shonen,shinobi,sports,v4_sidekick_shonen_003
secondary,shonen,cyber,fantasy,cv3_sidekick_013
secondary,shonen,cyber,idol,cv3_sidekick_013
secondary,shonen,cyber,mystery,v4_sidekick_shonen_030
secondary,shonen,comedy,cyber,cv3_sidekick_002
secondary,shonen,cooking,cyber,s_daiki
secondary,shonen,cyber,military,s_kanna
secondary,shonen,cyber,supernatural,cv3_sidekick_019
secondary,shonen,cyber,space,cv3_sidekick_017
secondary,shonen,cyber,magical,v4_sidekick_shonen_032
secondary,shonen,cyber,survival,cv3_sidekick_019
secondary,shonen,cyber,pirate,cv3_sidekick_017
secondary,shonen,cyber,martial,cv3_sidekick_015
secondary,shonen,cyber,mythology,cv3_sidekick_014
secondary,shonen,cyber,nordic,cv3_sidekick_016
secondary,shonen,cyber,samurai,cv3_sidekick_018
secondary,shonen,cyber,shinobi,cv3_sidekick_015
secondary,shonen,fantasy,idol,cv3_sidekick_013
secondary,shonen,fantasy,mystery,cv3_sidekick_022
secondary,shonen,comedy,fantasy,cv3_sidekick_003
secondary,shonen,cooking,fantasy,v4_sidekick_shonen_020
secondary,shonen,fantasy,military,cv3_sidekick_003
secondary,shonen,fantasy,supernatural,s_tora
secondary,shonen,fantasy,space,cv3_sidekick_023
secondary,shonen,fantasy,magical,cv3_sidekick_020
secondary,shonen,fantasy,survival,s_ken
secondary,shonen,fantasy,pirate,s_tora
secondary,shonen,fantasy,martial,cv3_sidekick_021
secondary,shonen,fantasy,mythology,cv3_sidekick_023
secondary,shonen,fantasy,nordic,v4_sidekick_shonen_020
secondary,shonen,fantasy,samurai,cv3_sidekick_021
secondary,shonen,fantasy,shinobi,cv3_sidekick_022
secondary,shonen,idol,mystery,s_gen
secondary,shonen,comedy,idol,s_kiki
secondary,shonen,cooking,idol,cv3_sidekick_008
secondary,shonen,idol,military,s_gen
secondary,shonen,idol,supernatural,v4_sidekick_shonen_013
secondary,shonen,idol,space,v4_sidekick_shonen_021
secondary,shonen,idol,magical,v4_sidekick_shonen_032
secondary,shonen,idol,survival,s_kiki
secondary,shonen,idol,pirate,s_akane
secondary,shonen,idol,martial,v4_sidekick_shonen_004
secondary,shonen,idol,mythology,s_yuna
secondary,shonen,idol,nordic,v4_sidekick_shonen_021
secondary,shonen,idol,samurai,v4_sidekick_shonen_017
secondary,shonen,idol,shinobi,cv3_sidekick_008
secondary,shonen,comedy,mystery,v4_sidekick_shonen_022
secondary,shonen,cooking,mystery,cv3_sidekick_011
secondary,shonen,military,mystery,s_gen
secondary,shonen,mystery,supernatural,s_chiaki
secondary,shonen,mystery,space,v4_sidekick_shonen_022
secondary,shonen,magical,mystery,cv3_sidekick_055
secondary,shonen,mystery,survival,cv3_sidekick_011
secondary,shonen,mystery,pirate,s_amber
secondary,shonen,martial,mystery,v4_sidekick_shonen_031
secondary,shonen,mystery,mythology,v4_sidekick_shonen_014
secondary,shonen,mystery,nordic,v4_sidekick_shonen_031
secondary,shonen,mystery,samurai,cv3_sidekick_055
secondary,shonen,mystery,shinobi,cv3_sidekick_022
secondary,shonen,comedy,cooking,cv3_sidekick_001
secondary,shonen,comedy,military,cv3_sidekick_003
secondary,shonen,comedy,supernatural,cv3_sidekick_006
secondary,shonen,comedy,space,v4_sidekick_shonen_022
secondary,shonen,comedy,magical,s_peko
secondary,shonen,comedy,survival,s_kiki
secondary,shonen,comedy,pirate,cv3_sidekick_005
secondary,shonen,comedy,martial,s_ichiro
secondary,shonen,comedy,mythology,s_ichiro
secondary,shonen,comedy,nordic,cv3_sidekick_004
secondary,shonen,comedy,samurai,cv3_sidekick_006
secondary,shonen,comedy,shinobi,cv3_sidekick_005
secondary,shonen,cooking,military,v4_sidekick_shonen_023
secondary,shonen,cooking,supernatural,s_boone
secondary,shonen,cooking,space,v4_sidekick_shonen_023
secondary,shonen,cooking,magical,cv3_sidekick_009
secondary,shonen,cooking,survival,cv3_sidekick_011
secondary,shonen,cooking,pirate,cv3_sidekick_010
secondary,shonen,cooking,martial,cv3_sidekick_010
secondary,shonen,cooking,mythology,v4_sidekick_shonen_034
secondary,shonen,cooking,nordic,v4_sidekick_shonen_020
secondary,shonen,cooking,samurai,cv3_sidekick_012
secondary,shonen,cooking,shinobi,cv3_sidekick_008
secondary,shonen,military,supernatural,v4_sidekick_shonen_024
secondary,shonen,military,space,v4_sidekick_shonen_023
secondary,shonen,magical,military,s_takeshi
secondary,shonen,military,survival,s_amina
secondary,shonen,military,pirate,v4_sidekick_shonen_033
secondary,shonen,martial,military,v4_sidekick_shonen_024
secondary,shonen,military,mythology,s_amina
secondary,shonen,military,nordic,s_ironmaid
secondary,shonen,military,samurai,v4_sidekick_shonen_009
secondary,shonen,military,shinobi,cv3_sidekick_025
secondary,shonen,space,supernatural,v4_sidekick_shonen_018
secondary,shonen,magical,supernatural,v4_sidekick_shonen_025
secondary,shonen,supernatural,survival,cv3_sidekick_019
secondary,shonen,pirate,supernatural,s_tora
secondary,shonen,martial,supernatural,v4_sidekick_shonen_024
secondary,shonen,mythology,supernatural,v4_sidekick_shonen_025
secondary,shonen,nordic,supernatural,cv3_sidekick_056
secondary,shonen,samurai,supernatural,cv3_sidekick_006
secondary,shonen,shinobi,supernatural,cv3_sidekick_056
secondary,shonen,magical,space,v4_sidekick_shonen_026
secondary,shonen,space,survival,v4_sidekick_shonen_027
secondary,shonen,pirate,space,cv3_sidekick_017
secondary,shonen,martial,space,cv3_sidekick_024
secondary,shonen,mythology,space,cv3_sidekick_023
secondary,shonen,nordic,space,v4_sidekick_shonen_021
secondary,shonen,samurai,space,v4_sidekick_shonen_027
secondary,shonen,shinobi,space,v4_sidekick_shonen_026
secondary,shonen,magical,survival,s_maki
secondary,shonen,magical,pirate,v4_sidekick_shonen_015
secondary,shonen,magical,martial,v4_sidekick_shonen_010
secondary,shonen,magical,mythology,v4_sidekick_shonen_025
secondary,shonen,magical,nordic,s_maki
secondary,shonen,magical,samurai,cv3_sidekick_055
secondary,shonen,magical,shinobi,v4_sidekick_shonen_026
secondary,shonen,pirate,survival,v4_sidekick_shonen_033
secondary,shonen,martial,survival,s_riku
secondary,shonen,mythology,survival,s_amina
secondary,shonen,nordic,survival,s_maki
secondary,shonen,samurai,survival,v4_sidekick_shonen_027
secondary,shonen,shinobi,survival,v4_sidekick_shonen_011
secondary,shonen,martial,pirate,cv3_sidekick_010
secondary,shonen,mythology,pirate,v4_sidekick_shonen_005
secondary,shonen,nordic,pirate,cv3_sidekick_026
secondary,shonen,pirate,samurai,v4_sidekick_shonen_019
secondary,shonen,pirate,shinobi,cv3_sidekick_005
secondary,shonen,martial,mythology,s_ichiro
secondary,shonen,martial,nordic,s_eiji
secondary,shonen,martial,samurai,cv3_sidekick_021
secondary,shonen,martial,shinobi,cv3_sidekick_015
secondary,shonen,mythology,nordic,cv3_sidekick_054
secondary,shonen,mythology,samurai,v4_sidekick_shonen_028
secondary,shonen,mythology,shinobi,v4_sidekick_shonen_028
secondary,shonen,nordic,samurai,cv3_sidekick_053
secondary,shonen,nordic,shinobi,cv3_sidekick_056
secondary,shonen,samurai,shinobi,v4_sidekick_shonen_028
secondary,shojo,isekai,mecha,v4_sidekick_shojo_001
secondary,shojo,mecha,slice,s_sosuke
secondary,shojo,horror,mecha,s_sosuke
secondary,shojo,mecha,romance,cv3_sidekick_039
secondary,shojo,mecha,sports,cv3_sidekick_040
secondary,shojo,cyber,mecha,v4_sidekick_shojo_002
secondary,shojo,fantasy,mecha,v4_sidekick_shojo_003
secondary,shojo,idol,mecha,cv3_sidekick_029
secondary,shojo,mecha,mystery,s_megu
secondary,shojo,comedy,mecha,v4_sidekick_shojo_003
secondary,shojo,cooking,mecha,s_pranav
secondary,shojo,mecha,military,cv3_sidekick_038
secondary,shojo,mecha,supernatural,v4_sidekick_shojo_002
secondary,shojo,mecha,space,v4_sidekick_shojo_001
secondary,shojo,magical,mecha,v4_sidekick_shojo_037
secondary,shojo,mecha,survival,v4_sidekick_shojo_004
secondary,shojo,mecha,pirate,cv3_sidekick_039
secondary,shojo,martial,mecha,cv3_sidekick_038
secondary,shojo,mecha,mythology,s_pranav
secondary,shojo,mecha,nordic,v4_sidekick_shojo_004
secondary,shojo,mecha,samurai,cv3_sidekick_029
secondary,shojo,mecha,shinobi,cv3_sidekick_040
secondary,shojo,isekai,slice,s_nozomi
secondary,shojo,horror,isekai,v4_sidekick_shojo_005
secondary,shojo,isekai,romance,s_nozomi
secondary,shojo,isekai,sports,s_soleil
secondary,shojo,cyber,isekai,v4_sidekick_shojo_006
secondary,shojo,fantasy,isekai,s_soleil
secondary,shojo,idol,isekai,cv3_sidekick_028
secondary,shojo,isekai,mystery,v4_sidekick_shojo_005
secondary,shojo,comedy,isekai,v4_sidekick_shojo_007
secondary,shojo,cooking,isekai,v4_sidekick_shojo_007
secondary,shojo,isekai,military,cv3_sidekick_032
secondary,shojo,isekai,supernatural,yuzuki
secondary,shojo,isekai,space,v4_sidekick_shojo_001
secondary,shojo,isekai,magical,cv3_sidekick_031
secondary,shojo,isekai,survival,cv3_sidekick_033
secondary,shojo,isekai,pirate,v4_sidekick_shojo_006
secondary,shojo,isekai,martial,cv3_sidekick_028
secondary,shojo,isekai,mythology,cv3_sidekick_033
secondary,shojo,isekai,nordic,cv3_sidekick_034
secondary,shojo,isekai,samurai,cv3_sidekick_032
secondary,shojo,isekai,shinobi,cv3_sidekick_031
secondary,shojo,horror,slice,s_sosuke
secondary,shojo,romance,slice,s_mika
secondary,shojo,slice,sports,v4_sidekick_shojo_008
secondary,shojo,cyber,slice,v4_sidekick_shojo_009
secondary,shojo,fantasy,slice,fumi
secondary,shojo,idol,slice,s_lulu
secondary,shojo,mystery,slice,s_megu
secondary,shojo,comedy,slice,v4_sidekick_shojo_009
secondary,shojo,cooking,slice,v4_sidekick_shojo_008
secondary,shojo,military,slice,s_lulu
secondary,shojo,slice,supernatural,cv3_sidekick_047
secondary,shojo,slice,space,v4_sidekick_shojo_010
secondary,shojo,magical,slice,cv3_sidekick_036
secondary,shojo,slice,survival,s_aoi
secondary,shojo,pirate,slice,s_aoi
secondary,shojo,martial,slice,v4_sidekick_shojo_010
secondary,shojo,mythology,slice,cv3_sidekick_036
secondary,shojo,nordic,slice,fumi
secondary,shojo,samurai,slice,cv3_sidekick_051
secondary,shojo,shinobi,slice,cv3_sidekick_047
secondary,shojo,horror,romance,s_sakurako
secondary,shojo,horror,sports,v4_sidekick_shojo_011
secondary,shojo,cyber,horror,cv3_sidekick_057
secondary,shojo,fantasy,horror,v4_sidekick_shojo_012
secondary,shojo,horror,idol,s_sakurako
secondary,shojo,horror,mystery,v4_sidekick_shojo_005
secondary,shojo,comedy,horror,v4_sidekick_shojo_013
secondary,shojo,cooking,horror,v4_sidekick_shojo_014
secondary,shojo,horror,military,v4_sidekick_shojo_035
secondary,shojo,horror,supernatural,v4_sidekick_shojo_013
secondary,shojo,horror,space,v4_sidekick_shojo_035
secondary,shojo,horror,magical,v4_sidekick_shojo_012
secondary,shojo,horror,survival,cv3_sidekick_027
secondary,shojo,horror,pirate,v4_sidekick_shojo_014
secondary,shojo,horror,martial,v4_sidekick_shojo_015
secondary,shojo,horror,mythology,v4_sidekick_shojo_015
secondary,shojo,horror,nordic,v4_sidekick_shojo_011
secondary,shojo,horror,samurai,cv3_sidekick_027
secondary,shojo,horror,shinobi,cv3_sidekick_057
secondary,shojo,romance,sports,v4_sidekick_shojo_036
secondary,shojo,cyber,romance,v4_sidekick_shojo_016
secondary,shojo,fantasy,romance,s_hina
secondary,shojo,idol,romance,s_ice
secondary,shojo,mystery,romance,s_shin
secondary,shojo,comedy,romance,s_kazuki
secondary,shojo,cooking,romance,v4_sidekick_shojo_017
secondary,shojo,military,romance,s_mika
secondary,shojo,romance,supernatural,cv3_sidekick_045
secondary,shojo,romance,space,s_shin
secondary,shojo,magical,romance,v4_sidekick_shojo_017
secondary,shojo,romance,survival,s_ice
secondary,shojo,pirate,romance,cv3_sidekick_039
secondary,shojo,martial,romance,s_alfred
secondary,shojo,mythology,romance,cv3_sidekick_045
secondary,shojo,nordic,romance,v4_sidekick_shojo_016
secondary,shojo,romance,samurai,cv3_sidekick_046
secondary,shojo,romance,shinobi,cv3_sidekick_046
secondary,shojo,cyber,sports,v4_sidekick_shojo_018
secondary,shojo,fantasy,sports,s_soleil
secondary,shojo,idol,sports,v4_sidekick_shojo_036
secondary,shojo,mystery,sports,s_anna
secondary,shojo,comedy,sports,v4_sidekick_shojo_019
secondary,shojo,cooking,sports,v4_sidekick_shojo_008
secondary,shojo,military,sports,v4_sidekick_shojo_018
secondary,shojo,sports,supernatural,yuzuki
secondary,shojo,space,sports,v4_sidekick_shojo_020
secondary,shojo,magical,sports,v4_sidekick_shojo_037
secondary,shojo,sports,survival,v4_sidekick_shojo_021
secondary,shojo,pirate,sports,v4_sidekick_shojo_020
secondary,shojo,martial,sports,v4_sidekick_shojo_021
secondary,shojo,mythology,sports,s_anna
secondary,shojo,nordic,sports,v4_sidekick_shojo_011
secondary,shojo,samurai,sports,v4_sidekick_shojo_019
secondary,shojo,shinobi,sports,cv3_sidekick_040
secondary,shojo,cyber,fantasy,cv3_sidekick_058
secondary,shojo,cyber,idol,s_mimi
secondary,shojo,cyber,mystery,s_tobi
secondary,shojo,comedy,cyber,v4_sidekick_shojo_009
secondary,shojo,cooking,cyber,cv3_sidekick_059
secondary,shojo,cyber,military,v4_sidekick_shojo_018
secondary,shojo,cyber,supernatural,v4_sidekick_shojo_002
secondary,shojo,cyber,space,v4_sidekick_shojo_022
secondary,shojo,cyber,magical,s_tobi
secondary,shojo,cyber,survival,v4_sidekick_shojo_038
secondary,shojo,cyber,pirate,v4_sidekick_shojo_006
secondary,shojo,cyber,martial,cv3_sidekick_058
secondary,shojo,cyber,mythology,v4_sidekick_shojo_022
secondary,shojo,cyber,nordic,v4_sidekick_shojo_016
secondary,shojo,cyber,samurai,cv3_sidekick_059
secondary,shojo,cyber,shinobi,cv3_sidekick_057
secondary,shojo,fantasy,idol,v4_sidekick_shojo_023
secondary,shojo,fantasy,mystery,v4_sidekick_shojo_024
secondary,shojo,comedy,fantasy,v4_sidekick_shojo_003
secondary,shojo,cooking,fantasy,taro
secondary,shojo,fantasy,military,v4_sidekick_shojo_025
secondary,shojo,fantasy,supernatural,v4_sidekick_shojo_026
secondary,shojo,fantasy,space,taro
secondary,shojo,fantasy,magical,v4_sidekick_shojo_012
secondary,shojo,fantasy,survival,s_hina
secondary,shojo,fantasy,pirate,v4_sidekick_shojo_024
secondary,shojo,fantasy,martial,cv3_sidekick_058
secondary,shojo,fantasy,mythology,v4_sidekick_shojo_025
secondary,shojo,fantasy,nordic,fumi
secondary,shojo,fantasy,samurai,v4_sidekick_shojo_026
secondary,shojo,fantasy,shinobi,v4_sidekick_shojo_023
secondary,shojo,idol,mystery,v4_sidekick_shojo_027
secondary,shojo,comedy,idol,v4_sidekick_shojo_028
secondary,shojo,cooking,idol,v4_sidekick_shojo_027
secondary,shojo,idol,military,s_lulu
secondary,shojo,idol,supernatural,s_ryo
secondary,shojo,idol,space,cv3_sidekick_030
secondary,shojo,idol,magical,s_mimi
secondary,shojo,idol,survival,s_ice
secondary,shojo,idol,pirate,s_ryo
secondary,shojo,idol,martial,cv3_sidekick_028
secondary,shojo,idol,mythology,v4_sidekick_shojo_028
secondary,shojo,idol,nordic,cv3_sidekick_030
secondary,shojo,idol,samurai,cv3_sidekick_029
secondary,shojo,idol,shinobi,v4_sidekick_shojo_023
secondary,shojo,comedy,mystery,s_nanami
secondary,shojo,cooking,mystery,v4_sidekick_shojo_027
secondary,shojo,military,mystery,v4_sidekick_shojo_029
secondary,shojo,mystery,supernatural,v4_sidekick_shojo_030
secondary,shojo,mystery,space,s_shin
secondary,shojo,magical,mystery,s_tobi
secondary,shojo,mystery,survival,v4_sidekick_shojo_030
secondary,shojo,mystery,pirate,v4_sidekick_shojo_024
secondary,shojo,martial,mystery,s_alfred
secondary,shojo,mystery,mythology,s_anna
secondary,shojo,mystery,nordic,cv3_sidekick_042
secondary,shojo,mystery,samurai,cv3_sidekick_042
secondary,shojo,mystery,shinobi,v4_sidekick_shojo_029
secondary,shojo,comedy,cooking,v4_sidekick_shojo_007
secondary,shojo,comedy,military,v4_sidekick_shojo_031
secondary,shojo,comedy,supernatural,v4_sidekick_shojo_013
secondary,shojo,comedy,space,s_nanami
secondary,shojo,comedy,magical,v4_sidekick_shojo_032
secondary,shojo,comedy,survival,v4_sidekick_shojo_031
secondary,shojo,comedy,pirate,v4_sidekick_shojo_033
secondary,shojo,comedy,martial,s_kazuki
secondary,shojo,comedy,mythology,v4_sidekick_shojo_028
secondary,shojo,comedy,nordic,v4_sidekick_shojo_032
secondary,shojo,comedy,samurai,v4_sidekick_shojo_019
secondary,shojo,comedy,shinobi,v4_sidekick_shojo_033
secondary,shojo,cooking,military,s_reina
secondary,shojo,cooking,supernatural,cv3_sidekick_060
secondary,shojo,cooking,space,taro
secondary,shojo,cooking,magical,v4_sidekick_shojo_017
secondary,shojo,cooking,survival,cv3_sidekick_052
secondary,shojo,cooking,pirate,v4_sidekick_shojo_014
secondary,shojo,cooking,martial,cv3_sidekick_060
secondary,shojo,cooking,mythology,s_pranav
secondary,shojo,cooking,nordic,s_reina
secondary,shojo,cooking,samurai,cv3_sidekick_059
secondary,shojo,cooking,shinobi,cv3_sidekick_052
secondary,shojo,military,supernatural,cv3_sidekick_041
secondary,shojo,military,space,cv3_sidekick_041
secondary,shojo,magical,military,s_linh
secondary,shojo,military,survival,v4_sidekick_shojo_031
secondary,shojo,military,pirate,s_linh
secondary,shojo,martial,military,cv3_sidekick_038
secondary,shojo,military,mythology,v4_sidekick_shojo_025
secondary,shojo,military,nordic,s_reina
secondary,shojo,military,samurai,cv3_sidekick_032
secondary,shojo,military,shinobi,v4_sidekick_shojo_029
secondary,shojo,space,supernatural,cv3_sidekick_041
secondary,shojo,magical,supernatural,cv3_sidekick_035
secondary,shojo,supernatural,survival,v4_sidekick_shojo_030
secondary,shojo,pirate,supernatural,s_ryo
secondary,shojo,martial,supernatural,cv3_sidekick_035
secondary,shojo,mythology,supernatural,cv3_sidekick_045
secondary,shojo,nordic,supernatural,cv3_sidekick_034
secondary,shojo,samurai,supernatural,v4_sidekick_shojo_026
secondary,shojo,shinobi,supernatural,cv3_sidekick_047
secondary,shojo,magical,space,cv3_sidekick_037
secondary,shojo,space,survival,cv3_sidekick_048
secondary,shojo,pirate,space,v4_sidekick_shojo_020
secondary,shojo,martial,space,v4_sidekick_shojo_010
secondary,shojo,mythology,space,v4_sidekick_shojo_022
secondary,shojo,nordic,space,cv3_sidekick_030
secondary,shojo,samurai,space,cv3_sidekick_037
secondary,shojo,shinobi,space,cv3_sidekick_048
secondary,shojo,magical,survival,v4_sidekick_shojo_038
secondary,shojo,magical,pirate,s_linh
secondary,shojo,magical,martial,cv3_sidekick_035
secondary,shojo,magical,mythology,cv3_sidekick_036
secondary,shojo,magical,nordic,v4_sidekick_shojo_032
secondary,shojo,magical,samurai,cv3_sidekick_037
secondary,shojo,magical,shinobi,cv3_sidekick_031
secondary,shojo,pirate,survival,s_aoi
secondary,shojo,martial,survival,v4_sidekick_shojo_021
secondary,shojo,mythology,survival,cv3_sidekick_033
secondary,shojo,nordic,survival,v4_sidekick_shojo_004
secondary,shojo,samurai,survival,cv3_sidekick_027
secondary,shojo,shinobi,survival,cv3_sidekick_048
secondary,shojo,martial,pirate,v4_sidekick_shojo_034
secondary,shojo,mythology,pirate,cv3_sidekick_044
secondary,shojo,nordic,pirate,v4_sidekick_shojo_034
secondary,shojo,pirate,samurai,cv3_sidekick_044
secondary,shojo,pirate,shinobi,v4_sidekick_shojo_033
secondary,shojo,martial,mythology,v4_sidekick_shojo_015
secondary,shojo,martial,nordic,v4_sidekick_shojo_034
secondary,shojo,martial,samurai,cv3_sidekick_049
secondary,shojo,martial,shinobi,cv3_sidekick_049
secondary,shojo,mythology,nordic,cv3_sidekick_043
secondary,shojo,mythology,samurai,cv3_sidekick_044
secondary,shojo,mythology,shinobi,cv3_sidekick_043
secondary,shojo,nordic,samurai,cv3_sidekick_042
secondary,shojo,nordic,shinobi,cv3_sidekick_043
secondary,shojo,samurai,shinobi,cv3_sidekick_046
pet,shonen,isekai,mecha,v4_mascot_shonen_001
pet,shonen,mecha,slice,p_teto
pet,shonen,horror,mecha,cv3_mascot_017
pet,shonen,mecha,romance,v4_mascot_shonen_028
pet,shonen,mecha,sports,p_teto
pet,shonen,cyber,mecha,p_pochi
pet,shonen,fantasy,mecha,v4_mascot_shonen_029
pet,shonen,idol,mecha,cv3_mascot_022
pet,shonen,mecha,mystery,p_cogsworth
pet,shonen,comedy,mecha,v4_mascot_shonen_002
pet,shonen,cooking,mecha,p_koro
pet,shonen,mecha,military,v4_mascot_shonen_029
pet,shonen,mecha,supernatural,v4_mascot_shonen_001
pet,shonen,mecha,space,p_koro
pet,shonen,magical,mecha,p_pochi
pet,shonen,mecha,survival,v4_mascot_shonen_028
pet,shonen,mecha,pirate,p_cogsworth
pet,shonen,martial,mecha,cv3_mascot_022
pet,shonen,mecha,mythology,cv3_mascot_017
pet,shonen,mecha,nordic,v4_mascot_shonen_002
pet,shonen,mecha,samurai,cv3_mascot_056
pet,shonen,mecha,shinobi,cv3_mascot_056
pet,shonen,isekai,slice,v4_mascot_shonen_003
pet,shonen,horror,isekai,cv3_mascot_003
pet,shonen,isekai,romance,p_piko
pet,shonen,isekai,sports,v4_mascot_shonen_004
pet,shonen,cyber,isekai,p_piko
pet,shonen,fantasy,isekai,p_drakko
pet,shonen,idol,isekai,cv3_mascot_021
pet,shonen,isekai,mystery,v4_mascot_shonen_004
pet,shonen,comedy,isekai,cv3_mascot_003
pet,shonen,cooking,isekai,v4_mascot_shonen_033
pet,shonen,isekai,military,v4_mascot_shonen_005
pet,shonen,isekai,supernatural,v4_mascot_shonen_001
pet,shonen,isekai,space,v4_mascot_shonen_005
pet,shonen,isekai,magical,v4_mascot_shonen_003
pet,shonen,isekai,survival,v4_mascot_shonen_006
pet,shonen,isekai,pirate,cv3_mascot_021
pet,shonen,isekai,martial,p_drakko
pet,shonen,isekai,mythology,v4_mascot_shonen_006
pet,shonen,isekai,nordic,cv3_mascot_054
pet,shonen,isekai,samurai,cv3_mascot_004
pet,shonen,isekai,shinobi,cv3_mascot_054
pet,shonen,horror,slice,v4_mascot_shonen_007
pet,shonen,romance,slice,v4_mascot_shonen_007
pet,shonen,slice,sports,p_teto
pet,shonen,cyber,slice,cv3_mascot_013
pet,shonen,fantasy,slice,cv3_mascot_014
pet,shonen,idol,slice,cv3_mascot_023
pet,shonen,mystery,slice,v4_mascot_shonen_008
pet,shonen,comedy,slice,v4_mascot_shonen_009
pet,shonen,cooking,slice,v4_mascot_shonen_009
pet,shonen,military,slice,p_loader
pet,shonen,slice,supernatural,v4_mascot_shonen_010
pet,shonen,slice,space,p_umi
pet,shonen,magical,slice,v4_mascot_shonen_003
pet,shonen,slice,survival,p_loader
pet,shonen,pirate,slice,v4_mascot_shonen_011
pet,shonen,martial,slice,v4_mascot_shonen_010
pet,shonen,mythology,slice,cv3_mascot_014
pet,shonen,nordic,slice,v4_mascot_shonen_008
pet,shonen,samurai,slice,v4_mascot_shonen_011
pet,shonen,shinobi,slice,cv3_mascot_013
pet,shonen,horror,romance,v4_mascot_shonen_007
pet,shonen,horror,sports,cv3_mascot_020
pet,shonen,cyber,horror,cv3_mascot_011
pet,shonen,fantasy,horror,p_baku
pet,shonen,horror,idol,p_kona
pet,shonen,horror,mystery,cv3_mascot_019
pet,shonen,comedy,horror,cv3_mascot_003
pet,shonen,cooking,horror,cv3_mascot_007
pet,shonen,horror,military,cv3_mascot_018
pet,shonen,horror,supernatural,p_nibi
pet,shonen,horror,space,v4_mascot_shonen_034
pet,shonen,horror,magical,p_nibi
pet,shonen,horror,survival,p_kona
pet,shonen,horror,pirate,cv3_mascot_018
pet,shonen,horror,martial,cv3_mascot_007
pet,shonen,horror,mythology,cv3_mascot_017
pet,shonen,horror,nordic,p_baku
pet,shonen,horror,samurai,cv3_mascot_011
pet,shonen,horror,shinobi,cv3_mascot_019
pet,shonen,romance,sports,p_hachi
pet,shonen,cyber,romance,p_piko
pet,shonen,fantasy,romance,p_gon
pet,shonen,idol,romance,cv3_mascot_024
pet,shonen,mystery,romance,v4_mascot_shonen_012
pet,shonen,comedy,romance,cv3_mascot_005
pet,shonen,cooking,romance,v4_mascot_shonen_033
pet,shonen,military,romance,p_hachi
pet,shonen,romance,supernatural,cv3_mascot_053
pet,shonen,romance,space,cv3_mascot_053
pet,shonen,magical,romance,cv3_mascot_005
pet,shonen,romance,survival,p_gon
pet,shonen,pirate,romance,v4_mascot_shonen_013
pet,shonen,martial,romance,v4_mascot_shonen_012
pet,shonen,mythology,romance,v4_mascot_shonen_014
pet,shonen,nordic,romance,cv3_mascot_024
pet,shonen,romance,samurai,v4_mascot_shonen_014
pet,shonen,romance,shinobi,v4_mascot_shonen_013
pet,shonen,cyber,sports,p_kuro
pet,shonen,fantasy,sports,v4_mascot_shonen_030
pet,shonen,idol,sports,cv3_mascot_025
pet,shonen,mystery,sports,v4_mascot_shonen_004
pet,shonen,comedy,sports,p_nitro
pet,shonen,cooking,sports,v4_mascot_shonen_030
pet,shonen,military,sports,p_hachi
pet,shonen,sports,supernatural,p_kuro
pet,shonen,space,sports,v4_mascot_shonen_015
pet,shonen,magical,sports,v4_mascot_shonen_015
pet,shonen,sports,survival,p_mugi
pet,shonen,pirate,sports,cv3_mascot_020
pet,shonen,martial,sports,v4_mascot_shonen_016
pet,shonen,mythology,sports,p_nitro
pet,shonen,nordic,sports,p_mugi
pet,shonen,samurai,sports,cv3_mascot_025
pet,shonen,shinobi,sports,v4_mascot_shonen_016
pet,shonen,cyber,fantasy,cv3_mascot_010
pet,shonen,cyber,idol,cv3_mascot_001
pet,shonen,cyber,mystery,v4_mascot_shonen_031
pet,shonen,comedy,cyber,cv3_mascot_001
pet,shonen,cooking,cyber,p_pomu
pet,shonen,cyber,military,cv3_mascot_010
pet,shonen,cyber,supernatural,p_kuro
pet,shonen,cyber,space,v4_mascot_shonen_017
pet,shonen,cyber,magical,p_pochi
pet,shonen,cyber,survival,cv3_mascot_012
