role,genre_a,genre_b,existing_ids,new_ids,total,status
secondary,mecha,military,"[""s_ironmaid""]","[""cv3_sidekick_038""]",2,COVERED
secondary,mecha,mystery,"[""s_megu""]",[],1,COVERED
secondary,mecha,mythology,"[""s_pranav""]",[],1,COVERED
secondary,mecha,nordic,"[""s_ironmaid""]",[],1,COVERED
secondary,mecha,pirate,[],"[""cv3_sidekick_039""]",1,COVERED
secondary,mecha,romance,[],"[""cv3_sidekick_039""]",1,COVERED
secondary,mecha,samurai,[],"[""cv3_sidekick_029"", ""cv3_sidekick_050""]",2,COVERED
secondary,mecha,shinobi,[],"[""cv3_sidekick_040"", ""cv3_sidekick_050""]",2,COVERED
secondary,mecha,slice,"[""s_sosuke"", ""s_megu""]",[],2,COVERED
secondary,mecha,space,"[""tsubasa""]",[],1,COVERED
secondary,mecha,sports,[],"[""cv3_sidekick_040""]",1,COVERED
secondary,mecha,supernatural,"[""s_boone""]",[],1,COVERED
secondary,mecha,survival,"[""s_ken""]",[],1,COVERED
secondary,military,mystery,"[""s_gen""]",[],1,COVERED
secondary,military,mythology,"[""s_amina""]",[],1,COVERED
secondary,military,nordic,"[""s_ironmaid"", ""s_reina""]",[],2,COVERED
secondary,military,pirate,"[""s_linh""]",[],1,COVERED
secondary,military,romance,"[""s_kanna"", ""s_mika""]",[],2,COVERED
secondary,military,samurai,[],"[""cv3_sidekick_032""]",1,COVERED
secondary,military,shinobi,[],"[""cv3_sidekick_025""]",1,COVERED
secondary,military,slice,"[""s_momoko"", ""s_lulu"", ""s_mika""]",[],3,COVERED
secondary,military,space,[],"[""cv3_sidekick_041""]",1,COVERED
secondary,military,sports,"[""s_takeshi"", ""s_momoko""]",[],2,COVERED
secondary,military,supernatural,[],"[""cv3_sidekick_041""]",1,COVERED
secondary,military,survival,"[""s_amina""]",[],1,COVERED
secondary,mystery,mythology,"[""s_anna""]",[],1,COVERED
secondary,mystery,nordic,[],"[""cv3_sidekick_042""]",1,COVERED
secondary,mystery,pirate,"[""s_amber""]",[],1,COVERED
secondary,mystery,romance,"[""s_shin"", ""s_alfred""]",[],2,COVERED
secondary,mystery,samurai,[],"[""cv3_sidekick_042""]",1,COVERED
secondary,mystery,shinobi,[],"[""cv3_sidekick_022""]",1,COVERED
secondary,mystery,slice,"[""s_megu""]",[],1,COVERED
secondary,mystery,space,"[""s_shin"", ""s_nanami""]",[],2,COVERED
secondary,mystery,sports,"[""s_anna""]",[],1,COVERED
secondary,mystery,supernatural,"[""s_chiaki""]",[],1,COVERED
secondary,mystery,survival,[],"[""cv3_sidekick_011""]",1,COVERED
secondary,mythology,nordic,[],"[""cv3_sidekick_043""]",1,COVERED
secondary,mythology,pirate,[],"[""cv3_sidekick_044""]",1,COVERED
secondary,mythology,romance,[],"[""cv3_sidekick_045""]",1,COVERED
secondary,mythology,samurai,[],"[""cv3_sidekick_044""]",1,COVERED
secondary,mythology,shinobi,[],"[""cv3_sidekick_043""]",1,COVERED
secondary,mythology,slice,[],"[""cv3_sidekick_036""]",1,COVERED
secondary,mythology,space,[],"[""cv3_sidekick_023""]",1,COVERED
secondary,mythology,sports,"[""s_yuna"", ""s_anna""]",[],2,COVERED
secondary,mythology,supernatural,[],"[""cv3_sidekick_045""]",1,COVERED
secondary,mythology,survival,"[""s_amina""]","[""cv3_sidekick_033""]",2,COVERED
secondary,nordic,pirate,[],"[""cv3_sidekick_026""]",1,COVERED
secondary,nordic,romance,[],"[""cv3_sidekick_004""]",1,COVERED
secondary,nordic,samurai,[],"[""cv3_sidekick_042""]",1,COVERED
secondary,nordic,shinobi,[],"[""cv3_sidekick_043""]",1,COVERED
secondary,nordic,slice,"[""s_eiji"", ""fumi""]",[],2,COVERED
secondary,nordic,space,[],"[""cv3_sidekick_030""]",1,COVERED
secondary,nordic,sports,[],"[""cv3_sidekick_016""]",1,COVERED
secondary,nordic,supernatural,[],"[""cv3_sidekick_034""]",1,COVERED
secondary,nordic,survival,"[""s_maki""]",[],1,COVERED
secondary,pirate,romance,[],"[""cv3_sidekick_039""]",1,COVERED
secondary,pirate,samurai,[],"[""cv3_sidekick_044""]",1,COVERED
secondary,pirate,shinobi,[],"[""cv3_sidekick_005""]",1,COVERED
secondary,pirate,slice,"[""s_aoi""]",[],1,COVERED
secondary,pirate,space,[],"[""cv3_sidekick_017""]",1,COVERED
secondary,pirate,sports,"[""s_akane""]",[],1,COVERED
secondary,pirate,supernatural,"[""s_tora"", ""s_ryo""]",[],2,COVERED
secondary,pirate,survival,"[""s_aoi""]",[],1,COVERED
secondary,romance,samurai,[],"[""cv3_sidekick_046"", ""cv3_sidekick_051""]",2,COVERED
secondary,romance,shinobi,[],"[""cv3_sidekick_046""]",1,COVERED
secondary,romance,slice,"[""s_mika"", ""s_nozomi""]","[""cv3_sidekick_051""]",3,COVERED
secondary,romance,space,"[""s_shin""]",[],1,COVERED
secondary,romance,sports,"[""s_okada""]",[],1,COVERED
secondary,romance,supernatural,[],"[""cv3_sidekick_045""]",1,COVERED
secondary,romance,survival,"[""s_ice"", ""s_hina""]",[],2,COVERED
secondary,samurai,shinobi,[],"[""cv3_sidekick_046"", ""cv3_sidekick_049"", ""cv3_sidekick_050""]",3,COVERED
secondary,samurai,slice,[],"[""cv3_sidekick_018"", ""cv3_sidekick_051""]",2,COVERED
secondary,samurai,space,[],"[""cv3_sidekick_037""]",1,COVERED
secondary,samurai,sports,[],"[""cv3_sidekick_012""]",1,COVERED
secondary,samurai,supernatural,[],"[""cv3_sidekick_006""]",1,COVERED
secondary,samurai,survival,[],"[""cv3_sidekick_027""]",1,COVERED
secondary,shinobi,slice,[],"[""cv3_sidekick_047""]",1,COVERED
secondary,shinobi,space,[],"[""cv3_sidekick_048""]",1,COVERED
secondary,shinobi,sports,[],"[""cv3_sidekick_040""]",1,COVERED
secondary,shinobi,supernatural,[],"[""cv3_sidekick_047""]",1,COVERED
secondary,shinobi,survival,[],"[""cv3_sidekick_048"", ""cv3_sidekick_052""]",2,COVERED
secondary,slice,space,"[""s_ren""]",[],1,COVERED
secondary,slice,sports,"[""s_ren"", ""s_momoko""]",[],2,COVERED
secondary,slice,supernatural,[],"[""cv3_sidekick_047""]",1,COVERED
secondary,slice,survival,"[""s_aoi""]",[],1,COVERED
secondary,space,sports,"[""s_ren""]",[],1,COVERED
secondary,space,supernatural,[],"[""cv3_sidekick_041""]",1,COVERED
secondary,space,survival,[],"[""cv3_sidekick_048""]",1,COVERED
secondary,sports,supernatural,"[""yuzuki""]",[],1,COVERED
secondary,sports,survival,"[""s_riku""]",[],1,COVERED
secondary,supernatural,survival,[],"[""cv3_sidekick_019""]",1,COVERED
pet,comedy,cooking,"[""p_ponta""]",[],1,COVERED
pet,comedy,cyber,[],"[""cv3_mascot_001""]",1,COVERED
pet,comedy,fantasy,[],"[""cv3_mascot_002""]",1,COVERED
pet,comedy,horror,[],"[""cv3_mascot_003""]",1,COVERED
pet,comedy,idol,[],"[""cv3_mascot_001""]",1,COVERED
pet,comedy,isekai,[],"[""cv3_mascot_003"", ""cv3_mascot_004""]",2,COVERED
pet,comedy,magical,[],"[""cv3_mascot_005""]",1,COVERED
pet,comedy,martial,"[""p_chacha""]",[],1,COVERED
pet,comedy,mecha,"[""p_ponta""]",[],1,COVERED
pet,comedy,military,"[""p_toro"", ""p_chibi""]",[],2,COVERED
pet,comedy,mystery,[],"[""cv3_mascot_006""]",1,COVERED
pet,comedy,mythology,"[""p_nitro""]",[],1,COVERED
pet,comedy,nordic,"[""p_fuwa""]",[],1,COVERED
pet,comedy,pirate,"[""p_chacha""]",[],1,COVERED
pet,comedy,romance,[],"[""cv3_mascot_005""]",1,COVERED
pet,comedy,samurai,[],"[""cv3_mascot_004""]",1,COVERED
pet,comedy,shinobi,[],"[""cv3_mascot_002""]",1,COVERED
pet,comedy,slice,"[""p_chibi""]",[],1,COVERED
pet,comedy,space,"[""p_fuwa""]",[],1,COVERED
pet,comedy,sports,"[""p_nitro""]",[],1,COVERED
pet,comedy,supernatural,"[""p_toro""]",[],1,COVERED
pet,comedy,survival,[],"[""cv3_mascot_006""]",1,COVERED
pet,cooking,cyber,"[""p_pomu"", ""p_mocha""]",[],2,COVERED
pet,cooking,fantasy,"[""p_kiki2"", ""s_chika""]",[],2,COVERED
pet,cooking,horror,[],"[""cv3_mascot_007""]",1,COVERED
pet,cooking,idol,"[""s_chika""]",[],1,COVERED
pet,cooking,isekai,"[""p_puri""]",[],1,COVERED
pet,cooking,magical,"[""p_kiki2""]",[],1,COVERED
pet,cooking,martial,[],"[""cv3_mascot_007""]",1,COVERED
pet,cooking,mecha,"[""p_koro"", ""p_ponta""]",[],2,COVERED
pet,cooking,military,"[""p_pudding""]",[],1,COVERED
pet,cooking,mystery,"[""p_mocha""]",[],1,COVERED
pet,cooking,mythology,"[""p_fuu""]",[],1,COVERED
pet,cooking,nordic,"[""p_pomu"", ""p_puri""]",[],2,COVERED
pet,cooking,pirate,"[""p_fuu"", ""p_yuzu""]",[],2,COVERED
pet,cooking,romance,"[""p_goma""]",[],1,COVERED
pet,cooking,samurai,[],"[""cv3_mascot_008""]",1,COVERED
pet,cooking,shinobi,[],"[""cv3_mascot_008"", ""cv3_mascot_052""]",2,COVERED
pet,cooking,slice,"[""p_pudding"", ""p_yuzu""]",[],2,COVERED
pet,cooking,space,"[""p_koro""]",[],1,COVERED
pet,cooking,sports,"[""p_goma""]",[],1,COVERED
pet,cooking,supernatural,[],"[""cv3_mascot_009""]",1,COVERED
pet,cooking,survival,[],"[""cv3_mascot_009"", ""cv3_mascot_052""]",2,COVERED
pet,cyber,fantasy,[],"[""cv3_mascot_010""]",1,COVERED
pet,cyber,horror,[],"[""cv3_mascot_011""]",1,COVERED
pet,cyber,idol,[],"[""cv3_mascot_001""]",1,COVERED
pet,cyber,isekai,"[""p_piko""]",[],1,COVERED
pet,cyber,magical,"[""p_pochi"", ""p_rin2""]",[],2,COVERED
pet,cyber,martial,[],"[""cv3_mascot_012""]",1,COVERED
pet,cyber,mecha,"[""p_pochi""]",[],1,COVERED
pet,cyber,military,[],"[""cv3_mascot_010""]",1,COVERED
pet,cyber,mystery,"[""p_mocha""]",[],1,COVERED
pet,cyber,mythology,"[""p_rin2""]",[],1,COVERED
pet,cyber,nordic,"[""p_pomu""]",[],1,COVERED
pet,cyber,pirate,"[""p_brine""]",[],1,COVERED
pet,cyber,romance,"[""p_piko""]",[],1,COVERED
pet,cyber,samurai,[],"[""cv3_mascot_011""]",1,COVERED
pet,cyber,shinobi,[],"[""cv3_mascot_013""]",1,COVERED
pet,cyber,slice,[],"[""cv3_mascot_013""]",1,COVERED
pet,cyber,space,"[""p_brine""]",[],1,COVERED
pet,cyber,sports,"[""p_kuro""]",[],1,COVERED
pet,cyber,supernatural,"[""p_kuro""]",[],1,COVERED
pet,cyber,survival,[],"[""cv3_mascot_012""]",1,COVERED
pet,fantasy,horror,"[""p_baku""]",[],1,COVERED
pet,fantasy,idol,"[""s_chika""]",[],1,COVERED
pet,fantasy,isekai,"[""p_drakko""]",[],1,COVERED
pet,fantasy,magical,"[""p_kiki2"", ""p_tama"", ""p_bloop""]",[],3,COVERED
pet,fantasy,martial,"[""p_drakko""]",[],1,COVERED
pet,fantasy,mecha,"[""p_tama""]",[],1,COVERED
pet,fantasy,military,[],"[""cv3_mascot_010""]",1,COVERED
pet,fantasy,mystery,"[""p_maru"", ""p_momo2""]",[],2,COVERED
pet,fantasy,mythology,[],"[""cv3_mascot_014""]",1,COVERED
pet,fantasy,nordic,"[""p_baku""]",[],1,COVERED
pet,fantasy,pirate,[],"[""cv3_mascot_015""]",1,COVERED
pet,fantasy,romance,"[""p_gon"", ""p_momo2""]",[],2,COVERED
pet,fantasy,samurai,[],"[""cv3_mascot_016""]",1,COVERED
pet,fantasy,shinobi,[],"[""cv3_mascot_002""]",1,COVERED
pet,fantasy,slice,[],"[""cv3_mascot_014""]",1,COVERED
pet,fantasy,space,"[""p_bloop""]",[],1,COVERED
pet,fantasy,sports,"[""p_maru""]",[],1,COVERED
pet,fantasy,supernatural,[],"[""cv3_mascot_015"", ""cv3_mascot_016""]",2,COVERED
pet,fantasy,survival,"[""p_gon""]",[],1,COVERED
pet,horror,idol,"[""p_kona""]",[],1,COVERED
pet,horror,isekai,[],"[""cv3_mascot_003""]",1,COVERED
pet,horror,magical,"[""p_nibi"", ""p_stellar""]",[],2,COVERED
pet,horror,martial,[],"[""cv3_mascot_007""]",1,COVERED
pet,horror,mecha,[],"[""cv3_mascot_017""]",1,COVERED
pet,horror,military,[],"[""cv3_mascot_018""]",1,COVERED
pet,horror,mystery,[],"[""cv3_mascot_019""]",1,COVERED
pet,horror,mythology,[],"[""cv3_mascot_017""]",1,COVERED
pet,horror,nordic,"[""p_baku""]",[],1,COVERED
pet,horror,pirate,[],"[""cv3_mascot_018"", ""cv3_mascot_020""]",2,COVERED
pet,horror,romance,"[""p_mochi""]",[],1,COVERED
pet,horror,samurai,[],"[""cv3_mascot_011""]",1,COVERED
pet,horror,shinobi,[],"[""cv3_mascot_019""]",1,COVERED
pet,horror,slice,"[""p_mochi""]",[],1,COVERED
pet,horror,space,"[""p_stellar""]",[],1,COVERED
pet,horror,sports,[],"[""cv3_mascot_020""]",1,COVERED
pet,horror,supernatural,"[""p_nibi""]",[],1,COVERED
pet,horror,survival,"[""p_kona""]",[],1,COVERED
pet,idol,isekai,[],"[""cv3_mascot_021""]",1,COVERED
pet,idol,magical,"[""p_ruri""]",[],1,COVERED
pet,idol,martial,[],"[""cv3_mascot_022""]",1,COVERED
pet,idol,mecha,[],"[""cv3_mascot_022""]",1,COVERED
pet,idol,military,"[""p_ruri""]",[],1,COVERED
pet,idol,mystery,"[""s_koko""]",[],1,COVERED
pet,idol,mythology,[],"[""cv3_mascot_023""]",1,COVERED
pet,idol,nordic,[],"[""cv3_mascot_024""]",1,COVERED
pet,idol,pirate,[],"[""cv3_mascot_021""]",1,COVERED
pet,idol,romance,[],"[""cv3_mascot_024""]",1,COVERED
pet,idol,samurai,[],"[""cv3_mascot_025""]",1,COVERED
pet,idol,shinobi,[],"[""cv3_mascot_026""]",1,COVERED
pet,idol,slice,[],"[""cv3_mascot_023""]",1,COVERED
pet,idol,space,[],"[""cv3_mascot_026""]",1,COVERED
pet,idol,sports,[],"[""cv3_mascot_025""]",1,COVERED
pet,idol,supernatural,"[""s_koko""]",[],1,COVERED
pet,idol,survival,"[""p_kona""]",[],1,COVERED
pet,isekai,magical,"[""p_peko""]",[],1,COVERED
pet,isekai,martial,"[""p_drakko""]",[],1,COVERED
pet,isekai,mecha,[],"[""cv3_mascot_027""]",1,COVERED
pet,isekai,military,[],"[""cv3_mascot_028""]",1,COVERED
pet,isekai,mystery,[],"[""cv3_mascot_029""]",1,COVERED
pet,isekai,mythology,[],"[""cv3_mascot_028""]",1,COVERED
pet,isekai,nordic,"[""p_puri""]",[],1,COVERED
pet,isekai,pirate,[],"[""cv3_mascot_021""]",1,COVERED
pet,isekai,romance,"[""p_piko""]",[],1,COVERED
pet,isekai,samurai,[],"[""cv3_mascot_004""]",1,COVERED
pet,isekai,shinobi,[],"[""cv3_mascot_030""]",1,COVERED
pet,isekai,slice,[],"[""cv3_mascot_029""]",1,COVERED
pet,isekai,space,[],"[""cv3_mascot_031""]",1,COVERED
pet,isekai,sports,[],"[""cv3_mascot_030"", ""cv3_mascot_031""]",2,COVERED
pet,isekai,supernatural,[],"[""cv3_mascot_027""]",1,COVERED
pet,isekai,survival,"[""p_peko""]",[],1,COVERED
pet,magical,martial,[],"[""cv3_mascot_032""]",1,COVERED
pet,magical,mecha,"[""p_pochi"", ""p_tama""]",[],2,COVERED
pet,magical,military,"[""p_ruri""]",[],1,COVERED
pet,magical,mystery,[],"[""cv3_mascot_033""]",1,COVERED
pet,magical,mythology,"[""p_rin2""]",[],1,COVERED
pet,magical,nordic,[],"[""cv3_mascot_034""]",1,COVERED
pet,magical,pirate,"[""p_silt"", ""p_sora""]",[],2,COVERED
pet,magical,romance,[],"[""cv3_mascot_005""]",1,COVERED
pet,magical,samurai,[],"[""cv3_mascot_033""]",1,COVERED
pet,magical,shinobi,[],"[""cv3_mascot_034""]",1,COVERED
pet,magical,slice,"[""p_sora""]",[],1,COVERED
pet,magical,space,"[""p_nya"", ""p_bloop"", ""p_stellar""]",[],3,COVERED
pet,magical,sports,[],"[""cv3_mascot_032""]",1,COVERED
pet,magical,supernatural,"[""p_nibi"", ""p_nya""]",[],2,COVERED
pet,magical,survival,"[""p_silt"", ""p_peko""]",[],2,COVERED
pet,martial,mecha,[],"[""cv3_mascot_022""]",1,COVERED
pet,martial,military,[],"[""cv3_mascot_035""]",1,COVERED
pet,martial,mystery,[],"[""cv3_mascot_036""]",1,COVERED
pet,martial,mythology,"[""p_lumen""]",[],1,COVERED
pet,martial,nordic,"[""p_lumen""]",[],1,COVERED
pet,martial,pirate,"[""p_chacha""]",[],1,COVERED
pet,martial,romance,"[""p_sakumi""]",[],1,COVERED
pet,martial,samurai,[],"[""cv3_mascot_037"", ""cv3_mascot_049""]",2,COVERED
pet,martial,shinobi,[],"[""cv3_mascot_035"", ""cv3_mascot_049""]",2,COVERED
pet,martial,slice,[],"[""cv3_mascot_037""]",1,COVERED
pet,martial,space,[],"[""cv3_mascot_036""]",1,COVERED
pet,martial,sports,[],"[""cv3_mascot_032""]",1,COVERED
pet,martial,supernatural,"[""p_sakumi""]",[],1,COVERED
pet,martial,survival,[],"[""cv3_mascot_012""]",1,COVERED
pet,mecha,military,[],"[""cv3_mascot_038""]",1,COVERED
pet,mecha,mystery,"[""p_cogsworth""]",[],1,COVERED
pet,mecha,mythology,[],"[""cv3_mascot_017""]",1,COVERED
pet,mecha,nordic,[],"[""cv3_mascot_038""]",1,COVERED
pet,mecha,pirate,"[""p_cogsworth""]",[],1,COVERED
pet,mecha,romance,[],"[""cv3_mascot_039""]",1,COVERED
pet,mecha,samurai,[],"[""cv3_mascot_039"", ""cv3_mascot_050""]",2,COVERED
pet,mecha,shinobi,[],"[""cv3_mascot_040"", ""cv3_mascot_050""]",2,COVERED
pet,mecha,slice,"[""p_teto""]",[],1,COVERED
pet,mecha,space,"[""p_koro""]",[],1,COVERED
pet,mecha,sports,"[""p_teto""]",[],1,COVERED
pet,mecha,supernatural,[],"[""cv3_mascot_027""]",1,COVERED
pet,mecha,survival,[],"[""cv3_mascot_040""]",1,COVERED
pet,military,mystery,[],"[""cv3_mascot_041""]",1,COVERED
pet,military,mythology,[],"[""cv3_mascot_028""]",1,COVERED
pet,military,nordic,[],"[""cv3_mascot_038"", ""cv3_mascot_041""]",2,COVERED
pet,military,pirate,[],"[""cv3_mascot_018""]",1,COVERED
pet,military,romance,"[""p_hachi""]",[],1,COVERED
pet,military,samurai,[],"[""cv3_mascot_042""]",1,COVERED
pet,military,shinobi,[],"[""cv3_mascot_035""]",1,COVERED
pet,military,slice,"[""p_loader"", ""p_chibi"", ""p_pudding""]",[],3,COVERED
pet,military,space,[],"[""cv3_mascot_042""]",1,COVERED
pet,military,sports,"[""p_hachi""]",[],1,COVERED
pet,military,supernatural,"[""p_toro""]",[],1,COVERED
pet,military,survival,"[""p_loader""]",[],1,COVERED
pet,mystery,mythology,"[""s_haruto""]",[],1,COVERED
pet,mystery,nordic,[],"[""cv3_mascot_041""]",1,COVERED
pet,mystery,pirate,"[""s_haruto"", ""p_cogsworth""]",[],2,COVERED
pet,mystery,romance,"[""p_momo2""]",[],1,COVERED
pet,mystery,samurai,[],"[""cv3_mascot_033""]",1,COVERED
pet,mystery,shinobi,[],"[""cv3_mascot_019""]",1,COVERED
pet,mystery,slice,[],"[""cv3_mascot_029""]",1,COVERED
pet,mystery,space,[],"[""cv3_mascot_036""]",1,COVERED
pet,mystery,sports,"[""p_maru""]",[],1,COVERED
pet,mystery,supernatural,"[""s_koko""]",[],1,COVERED
pet,mystery,survival,[],"[""cv3_mascot_006""]",1,COVERED
pet,mythology,nordic,"[""p_lumen""]",[],1,COVERED
pet,mythology,pirate,"[""s_haruto"", ""p_fuu""]",[],2,COVERED
pet,mythology,romance,[],"[""cv3_mascot_043""]",1,COVERED
pet,mythology,samurai,[],"[""cv3_mascot_044""]",1,COVERED
pet,mythology,shinobi,[],"[""cv3_mascot_045""]",1,COVERED
pet,mythology,slice,[],"[""cv3_mascot_014"", ""cv3_mascot_023""]",2,COVERED
pet,mythology,space,[],"[""cv3_mascot_043""]",1,COVERED
pet,mythology,sports,"[""p_nitro""]",[],1,COVERED
pet,mythology,supernatural,[],"[""cv3_mascot_045""]",1,COVERED
pet,mythology,survival,[],"[""cv3_mascot_044""]",1,COVERED
pet,nordic,pirate,[],"[""cv3_mascot_046""]",1,COVERED
pet,nordic,romance,[],"[""cv3_mascot_024""]",1,COVERED
pet,nordic,samurai,[],"[""cv3_mascot_046""]",1,COVERED
pet,nordic,shinobi,[],"[""cv3_mascot_034""]",1,COVERED
pet,nordic,slice,[],"[""cv3_mascot_047""]",1,COVERED
pet,nordic,space,"[""p_fuwa""]",[],1,COVERED
pet,nordic,sports,"[""p_mugi""]",[],1,COVERED
pet,nordic,supernatural,[],"[""cv3_mascot_047""]",1,COVERED
pet,nordic,survival,"[""p_mugi""]",[],1,COVERED
pet,pirate,romance,[],"[""cv3_mascot_048""]",1,COVERED
pet,pirate,samurai,[],"[""cv3_mascot_046""]",1,COVERED
pet,pirate,shinobi,[],"[""cv3_mascot_048""]",1,COVERED
pet,pirate,slice,"[""p_sora"", ""p_yuzu""]",[],2,COVERED
pet,pirate,space,"[""p_brine""]",[],1,COVERED
pet,pirate,sports,[],"[""cv3_mascot_020""]",1,COVERED
pet,pirate,supernatural,[],"[""cv3_mascot_015""]",1,COVERED
pet,pirate,survival,"[""p_silt""]",[],1,COVERED
pet,romance,samurai,[],"[""cv3_mascot_039"", ""cv3_mascot_051""]",2,COVERED
pet,romance,shinobi,[],"[""cv3_mascot_048""]",1,COVERED
pet,romance,slice,"[""p_mochi"", ""p_nemu""]","[""cv3_mascot_051""]",3,COVERED
pet,romance,space,[],"[""cv3_mascot_043""]",1,COVERED
pet,romance,sports,"[""p_hachi"", ""p_goma""]",[],2,COVERED
pet,romance,supernatural,"[""p_sakumi""]",[],1,COVERED
pet,romance,survival,"[""p_gon"", ""p_nemu""]",[],2,COVERED
pet,samurai,shinobi,[],"[""cv3_mascot_008"", ""cv3_mascot_049"", ""cv3_mascot_050""]",3,COVERED
pet,samurai,slice,[],"[""cv3_mascot_037"", ""cv3_mascot_051""]",2,COVERED
pet,samurai,space,[],"[""cv3_mascot_042""]",1,COVERED
pet,samurai,sports,[],"[""cv3_mascot_025""]",1,COVERED
pet,samurai,supernatural,[],"[""cv3_mascot_016""]",1,COVERED
pet,samurai,survival,[],"[""cv3_mascot_044""]",1,COVERED
pet,shinobi,slice,[],"[""cv3_mascot_013""]",1,COVERED
pet,shinobi,space,[],"[""cv3_mascot_026""]",1,COVERED
pet,shinobi,sports,[],"[""cv3_mascot_030""]",1,COVERED
pet,shinobi,supernatural,[],"[""cv3_mascot_045""]",1,COVERED
pet,shinobi,survival,[],"[""cv3_mascot_040"", ""cv3_mascot_052""]",2,COVERED
pet,slice,space,"[""p_umi""]",[],1,COVERED
pet,slice,sports,"[""p_teto""]",[],1,COVERED
pet,slice,supernatural,[],"[""cv3_mascot_047""]",1,COVERED
pet,slice,survival,"[""p_loader"", ""p_umi"", ""p_nemu""]",[],3,COVERED
pet,space,sports,[],"[""cv3_mascot_031""]",1,COVERED
pet,space,supernatural,"[""p_nya""]",[],1,COVERED
pet,space,survival,"[""p_umi""]",[],1,COVERED
pet,sports,supernatural,"[""p_kuro""]",[],1,COVERED
pet,sports,survival,"[""p_mugi""]",[],1,COVERED
pet,supernatural,survival,[],"[""cv3_mascot_009""]",1,COVERED
villain,comedy,cooking,"[""v_grandfinale""]",[],1,COVERED
villain,comedy,cyber,[],"[""cv3_villain_001""]",1,COVERED
villain,comedy,fantasy,"[""v_hollowchild""]",[],1,COVERED
villain,comedy,horror,"[""v_ash"", ""v_lich""]",[],2,COVERED
villain,comedy,idol,"[""v_harlequin""]",[],1,COVERED
villain,comedy,isekai,"[""v_lich""]",[],1,COVERED
villain,comedy,magical,[],"[""cv3_villain_002""]",1,COVERED
villain,comedy,martial,[],"[""cv3_villain_003""]",1,COVERED
villain,comedy,mecha,"[""v_grandfinale""]",[],1,COVERED
villain,comedy,military,"[""v_ash""]",[],1,COVERED
villain,comedy,mystery,[],"[""cv3_villain_004""]",1,COVERED
villain,comedy,mythology,[],"[""cv3_villain_005""]",1,COVERED
villain,comedy,nordic,"[""v_scuttle""]",[],1,COVERED
villain,comedy,pirate,"[""v_scuttle""]",[],1,COVERED
villain,comedy,romance,"[""v_lovelace""]",[],1,COVERED
villain,comedy,samurai,[],"[""cv3_villain_001""]",1,COVERED
villain,comedy,shinobi,[],"[""cv3_villain_003""]",1,COVERED
villain,comedy,slice,[],"[""cv3_villain_002""]",1,COVERED
villain,comedy,space,"[""v_lovelace"", ""v_hollowchild""]",[],2,COVERED
villain,comedy,sports,[],"[""cv3_villain_004""]",1,COVERED
villain,comedy,supernatural,[],"[""cv3_villain_005""]",1,COVERED
villain,comedy,survival,"[""v_harlequin""]",[],1,COVERED
villain,cooking,cyber,[],"[""cv3_villain_006""]",1,COVERED
villain,cooking,fantasy,[],"[""cv3_villain_007"", ""cv3_villain_008""]",2,COVERED
villain,cooking,horror,"[""v_fang"", ""v_silence"", ""v_moth""]",[],3,COVERED
villain,cooking,idol,"[""v_einar""]",[],1,COVERED
villain,cooking,isekai,"[""v_magus""]",[],1,COVERED
villain,cooking,magical,"[""v_magus""]",[],1,COVERED
villain,cooking,martial,[],"[""cv3_villain_007""]",1,COVERED
villain,cooking,mecha,"[""v_grandfinale""]",[],1,COVERED
villain,cooking,military,"[""v_gravemark""]",[],1,COVERED
villain,cooking,mystery,"[""v_paradox""]","[""cv3_villain_009""]",2,COVERED
villain,cooking,mythology,"[""v_moth""]",[],1,COVERED
villain,cooking,nordic,"[""v_gravemark"", ""v_einar""]",[],2,COVERED
villain,cooking,pirate,"[""v_silence""]",[],1,COVERED
villain,cooking,romance,"[""v_fang""]",[],1,COVERED
villain,cooking,samurai,[],"[""cv3_villain_010""]",1,COVERED
villain,cooking,shinobi,[],"[""cv3_villain_011""]",1,COVERED
villain,cooking,slice,[],"[""cv3_villain_010""]",1,COVERED
villain,cooking,space,"[""v_paradox""]",[],1,COVERED
villain,cooking,sports,[],"[""cv3_villain_009""]",1,COVERED
villain,cooking,supernatural,[],"[""cv3_villain_006"", ""cv3_villain_008""]",2,COVERED
villain,cooking,survival,[],"[""cv3_villain_011""]",1,COVERED
villain,cyber,fantasy,"[""v_collector""]",[],1,COVERED
villain,cyber,horror,[],"[""cv3_villain_012""]",1,COVERED
villain,cyber,idol,[],"[""cv3_villain_013""]",1,COVERED
villain,cyber,isekai,[],"[""cv3_villain_014""]",1,COVERED
villain,cyber,magical,"[""v_mirage""]",[],1,COVERED
villain,cyber,martial,[],"[""cv3_villain_015""]",1,COVERED
villain,cyber,mecha,"[""v_glitch""]",[],1,COVERED
villain,cyber,military,[],"[""cv3_villain_014""]",1,COVERED
villain,cyber,mystery,"[""v_mirage""]",[],1,COVERED
villain,cyber,mythology,"[""v_blackout"", ""v_collector""]",[],2,COVERED
villain,cyber,nordic,"[""v_kairos""]",[],1,COVERED
villain,cyber,pirate,[],"[""cv3_villain_013""]",1,COVERED
villain,cyber,romance,"[""v_zero"", ""v_kairos"", ""v_frostbite""]",[],3,COVERED
villain,cyber,samurai,[],"[""cv3_villain_001""]",1,COVERED
villain,cyber,shinobi,[],"[""cv3_villain_012""]",1,COVERED
villain,cyber,slice,"[""v_glitch""]",[],1,COVERED
