id,filename,sheet,cell,source_width,source_height,crop_box,source_cell_width,source_cell_height,width,height,sha256,qc
cv3_sidekick_051,cv3_sidekick_051.webp,cast_v3_sheet_13,7,1774,887,"(890, 447, 1327, 885)",437,438,512,512,5d3faf8ab160a0508b37d2cac4f0b460efc7ee7dd94e4947c7b87bf3a6c54dd0,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_052,cv3_sidekick_052.webp,cast_v3_sheet_13,8,1774,887,"(1334, 447, 1772, 885)",438,438,512,512,4f3b11998837705708d65ab1781108c51760b4470d1d1f185372b5891c05e646,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_001,cv3_mascot_001.webp,cast_v3_sheet_14,1,1774,887,"(2, 2, 440, 441)",438,439,512,512,fad0d55bac8f9ae2c9ddc701f19a1d3604f3577a89254d58d3d2d42c8afdd3c5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_002,cv3_mascot_002.webp,cast_v3_sheet_14,2,1774,887,"(447, 2, 883, 441)",436,439,512,512,2204071524dec5e311ca60b3138c8f5e46567dd26d4487e343c959c48098350d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_003,cv3_mascot_003.webp,cast_v3_sheet_14,3,1774,887,"(890, 2, 1328, 441)",438,439,512,512,9caa97e5da5b536ec00a13cb9e0840ef68b114067ffa848fe9694e5b142dc018,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_004,cv3_mascot_004.webp,cast_v3_sheet_14,4,1774,887,"(1334, 2, 1772, 441)",438,439,512,512,ed5596b85d0496e5cc09ba2000549c88b2698bd921ff39ca02a7c709089d89da,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_005,cv3_mascot_005.webp,cast_v3_sheet_14,5,1774,887,"(2, 446, 440, 885)",438,439,512,512,fff524051c328bd1d3d1c70ed697d720ed2f51ecfde221946c9ff9e85747826e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_006,cv3_mascot_006.webp,cast_v3_sheet_14,6,1774,887,"(447, 446, 883, 885)",436,439,512,512,a23836adc5d59c44aa6a23b8818d7606ba89aeefed21309d83f0f4cb8fa78d8f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_007,cv3_mascot_007.webp,cast_v3_sheet_14,7,1774,887,"(890, 446, 1328, 885)",438,439,512,512,6ec0254a1d9b60cd344ccd903ec7d220e6fd9c225507d63456c0be25441fdf7c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_008,cv3_mascot_008.webp,cast_v3_sheet_14,8,1774,887,"(1334, 446, 1772, 885)",438,439,512,512,6c77c3c3124d1fbb0cf40d655722a666c062607e0117c66375f01902a8353dc9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_009,cv3_mascot_009.webp,cast_v3_sheet_15,1,1774,887,"(2, 2, 441, 442)",439,440,512,512,f26717862ed3287bc1052cf2481b2e0dfd8373ee86b7e89748aab3660850b6ef,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_010,cv3_mascot_010.webp,cast_v3_sheet_15,2,1774,887,"(445, 2, 885, 442)",440,440,512,512,7818ab07a06c165a7f8680a84443adaaee387cc1ae3081d7084e8af01a4e2260,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_011,cv3_mascot_011.webp,cast_v3_sheet_15,3,1774,887,"(889, 2, 1328, 442)",439,440,512,512,4c2f4710e1b9de5c4cb019692857fcb28478be75ff6423600bb06e37dfef1858,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_012,cv3_mascot_012.webp,cast_v3_sheet_15,4,1774,887,"(1333, 2, 1772, 442)",439,440,512,512,78aac883064ba86e0cc2c31f4908198ff91a457030368e9f15ea0f84b4112ba7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_013,cv3_mascot_013.webp,cast_v3_sheet_15,5,1774,887,"(2, 445, 441, 885)",439,440,512,512,6795363888ac4669ff0e26f433cae02835f79354ca28c394f6fb4f8e0dc83af1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_014,cv3_mascot_014.webp,cast_v3_sheet_15,6,1774,887,"(445, 445, 885, 885)",440,440,512,512,7100b3be2856985f611dcae29aab11d3817013ee427383114ed59370e9869dfc,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_015,cv3_mascot_015.webp,cast_v3_sheet_15,7,1774,887,"(889, 445, 1328, 885)",439,440,512,512,10eda266350738c3a6619db29f79e9008f244c9db58c5bf81693193d75bc8850,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_016,cv3_mascot_016.webp,cast_v3_sheet_15,8,1774,887,"(1333, 445, 1772, 885)",439,440,512,512,95c946d7b5dfa0f1f078ca137b38e0b9f29b3a0875848cedda3007d5aecfd2ab,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_017,cv3_mascot_017.webp,cast_v3_sheet_16,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,712113eb6a78f77ff182596eb7f2b756e08bceadc2aa6d36a3bf58bce5598ead,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_018,cv3_mascot_018.webp,cast_v3_sheet_16,2,1774,887,"(447, 2, 884, 441)",437,439,512,512,a1c9f9b70f343dc8d25c442dfc1071fa31d4b5d6daa9fc299008994343722b2c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_019,cv3_mascot_019.webp,cast_v3_sheet_16,3,1774,887,"(889, 2, 1328, 441)",439,439,512,512,5a9cfa896e3e1ad7bfcbfa5e12e3858240370af3948caad610a583a07b4fbb23,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_020,cv3_mascot_020.webp,cast_v3_sheet_16,4,1774,887,"(1332, 2, 1772, 441)",440,439,512,512,a37bdc0a018ffc4cade73f430a1152af0336eb7ba68520f8b3ddf8cd1dc46755,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_021,cv3_mascot_021.webp,cast_v3_sheet_16,5,1774,887,"(2, 446, 441, 885)",439,439,512,512,b762e7f657615d21a0b05bcb30fe01db17ae90242674422e284d383bf22b1864,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_022,cv3_mascot_022.webp,cast_v3_sheet_16,6,1774,887,"(447, 446, 884, 885)",437,439,512,512,49cc558c3bb171f9fc87bb3d5172dd0c16c72a2c0fcfbca53d1c9e2f71185668,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_023,cv3_mascot_023.webp,cast_v3_sheet_16,7,1774,887,"(889, 446, 1328, 885)",439,439,512,512,a89ec956669754ec86ef839ed73a03e74e9a4cb2b93fed63aefa2b8191f4d839,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_024,cv3_mascot_024.webp,cast_v3_sheet_16,8,1774,887,"(1332, 446, 1772, 885)",440,439,512,512,366291e0c528e7b900338217de0c322772458ade7fbb9ed3b2add0c95bc46d6b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_025,cv3_mascot_025.webp,cast_v3_sheet_17,1,1774,887,"(2, 2, 441, 440)",439,438,512,512,b47a5565eaed62eb3ebd0dec85cee61a8f8159bbb861c23a0dc35c7a191d2630,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_026,cv3_mascot_026.webp,cast_v3_sheet_17,2,1774,887,"(448, 2, 881, 440)",433,438,512,512,6e8ea8827f7611fdacc4b76d35e425de2bb56a3e60e32133efe4a467f3d469ee,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_027,cv3_mascot_027.webp,cast_v3_sheet_17,3,1774,887,"(888, 2, 1325, 440)",437,438,512,512,e7e15c17f3bff3a79f447cc2f179bc8c98655b2a7e3d7c9adfa52ac551bafc82,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_028,cv3_mascot_028.webp,cast_v3_sheet_17,4,1774,887,"(1333, 2, 1772, 440)",439,438,512,512,1565d74524a1434659ce3a66211bbfafe1efed87538d09240a487c14aac9f4f5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_029,cv3_mascot_029.webp,cast_v3_sheet_17,5,1774,887,"(2, 445, 441, 885)",439,440,512,512,d31a2be5659383fdb543bd99e887a2caf5ac50ca7d7db1fe181915a99c378589,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_030,cv3_mascot_030.webp,cast_v3_sheet_17,6,1774,887,"(448, 445, 881, 885)",433,440,512,512,571ac79624cc6af1bd8a30aef13343cd489acdef27dbd5711f8eb1698eb46d22,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_031,cv3_mascot_031.webp,cast_v3_sheet_17,7,1774,887,"(888, 445, 1325, 885)",437,440,512,512,897e81c4dbd5d7537e612592f146c157aea72811c1d6a599ba4507228a77926a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_032,cv3_mascot_032.webp,cast_v3_sheet_17,8,1774,887,"(1333, 445, 1772, 885)",439,440,512,512,99f53538b8ffc866c9c900314d7295bc8d32be03085b81f541ac930e9db8e82e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_033,cv3_mascot_033.webp,cast_v3_sheet_18,1,1774,887,"(2, 2, 438, 441)",436,439,512,512,6575cc8e9a9ea15382bd33c060193c1548d0ad24075f5e7878dcf996985b62b9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_034,cv3_mascot_034.webp,cast_v3_sheet_18,2,1774,887,"(448, 2, 882, 441)",434,439,512,512,b898664e27d98b0c188d3ca7315c1dd7bd87d85e0d21a0db30ee5a9c0d858285,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_035,cv3_mascot_035.webp,cast_v3_sheet_18,3,1774,887,"(891, 2, 1326, 441)",435,439,512,512,77b6d16b62670235929c69c8196a0646ea781ef5b76f3284e248035ed70fc2c4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_036,cv3_mascot_036.webp,cast_v3_sheet_18,4,1774,887,"(1336, 2, 1772, 441)",436,439,512,512,1a2d6d045daab8018c6523a7f22aeadf409017d4c2dc3b05e41ba0ca04805ab9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_037,cv3_mascot_037.webp,cast_v3_sheet_18,5,1774,887,"(2, 447, 438, 885)",436,438,512,512,6ee7a4ca7f15f27c0ed90c86bdef2408525a0d86e934dba0861ac479095b0926,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_038,cv3_mascot_038.webp,cast_v3_sheet_18,6,1774,887,"(448, 447, 882, 885)",434,438,512,512,429f134b17e34e868c2e9c0b29fff6dcdf36a9b64a0017518d3c0ce0cf5b8433,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_039,cv3_mascot_039.webp,cast_v3_sheet_18,7,1774,887,"(891, 447, 1326, 885)",435,438,512,512,2e2325f6baeb3fee0c0282ad555813dd1aeecb8f91b3132feccf6e6ed81de7c5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_040,cv3_mascot_040.webp,cast_v3_sheet_18,8,1774,887,"(1336, 447, 1772, 885)",436,438,512,512,1c4a5711ad3f7dceb761d8b05de1d9a76be2b5de9d18138ab36139ad317c2700,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_041,cv3_mascot_041.webp,cast_v3_sheet_19,1,1774,887,"(2, 2, 439, 440)",437,438,512,512,251d7998324579a00820ebe35a19f9064bad56985afa7a0282acee1869a037d7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_042,cv3_mascot_042.webp,cast_v3_sheet_19,2,1774,887,"(447, 2, 883, 440)",436,438,512,512,61e41e6d5e388059e2e8821cd5981b1556c78824b4cb88b810e15751dd8f3b0f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_043,cv3_mascot_043.webp,cast_v3_sheet_19,3,1774,887,"(891, 2, 1328, 440)",437,438,512,512,433bedc55525cf2e25b1c678a21fe97d8dbe086cf9e8662fb10e62d9ffbfec53,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_044,cv3_mascot_044.webp,cast_v3_sheet_19,4,1774,887,"(1335, 2, 1772, 440)",437,438,512,512,23b21dfe4df02789208ffb19cb47f8575a14b7df9e4fc47c727d9dca0fe8474e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_045,cv3_mascot_045.webp,cast_v3_sheet_19,5,1774,887,"(2, 447, 439, 885)",437,438,512,512,beeec99b6c5b214b11a73604a56554bdfe6f9b9152e4bd54ce0d0f6f1c465fb7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_046,cv3_mascot_046.webp,cast_v3_sheet_19,6,1774,887,"(447, 447, 883, 885)",436,438,512,512,c0bfc26bca627d28bc23f01b4a79be9434eaaa93b17fe1ee9930ff371a8e28b8,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_047,cv3_mascot_047.webp,cast_v3_sheet_19,7,1774,887,"(891, 447, 1328, 885)",437,438,512,512,9298a27b50d298708ff2629ec172505f14c6696b5443cde50bbf7f71eb39f5a3,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_048,cv3_mascot_048.webp,cast_v3_sheet_19,8,1774,887,"(1335, 447, 1772, 885)",437,438,512,512,a492ba4617e4d3de00d6ce0ce1cc11f2bd47889c03dc4d998144ddad6b7d0a2f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_049,cv3_mascot_049.webp,cast_v3_sheet_20,1,1774,887,"(2, 2, 439, 441)",437,439,512,512,e28e12b3d17d173aff992851b0367cefe5a3ae69e85f6c30f66dcf9ef931ace1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_050,cv3_mascot_050.webp,cast_v3_sheet_20,2,1774,887,"(447, 2, 883, 441)",436,439,512,512,2f3dc940dae02899e1731c9acd2ce7a53ca8c9da32bcf167f1e08e5fc741c49d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_051,cv3_mascot_051.webp,cast_v3_sheet_20,3,1774,887,"(891, 2, 1327, 441)",436,439,512,512,0d5ef50812ea7e3e0ac62e1309f45d73bd7ad024928c4e9564dd9a8e97166a12,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_mascot_052,cv3_mascot_052.webp,cast_v3_sheet_20,4,1774,887,"(1335, 2, 1772, 441)",437,439,512,512,980b9cfc6d10de84adbbb47d1821241be551e8ee4ea174a6d25f2a37fed84078,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_001,cv3_villain_001.webp,cast_v3_sheet_20,5,1774,887,"(2, 446, 439, 885)",437,439,512,512,395585e40ff4362548cdb6804c128ebe201ce6d78fde06244f2606891cadfd7b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_002,cv3_villain_002.webp,cast_v3_sheet_20,6,1774,887,"(447, 446, 883, 885)",436,439,512,512,6c2227fd168a6a91b81736eb286c8342ac31f57d05c1c549bbc85c92982814a5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_003,cv3_villain_003.webp,cast_v3_sheet_20,7,1774,887,"(891, 446, 1327, 885)",436,439,512,512,985fcb56272a6435f513f5d722b23ac3dcdde2551dbdcd534f0de55173967a21,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_004,cv3_villain_004.webp,cast_v3_sheet_20,8,1774,887,"(1335, 446, 1772, 885)",437,439,512,512,82db7f1b29953897a20ac466ecc41db18305cd0de63633b0e3f5252e0074cebe,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_005,cv3_villain_005.webp,cast_v3_sheet_21,1,1774,887,"(2, 2, 440, 441)",438,439,512,512,6a48cd9292f9e7e7145c834d63e604c51ce63d5e06021e7eab1c192328a811c7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_006,cv3_villain_006.webp,cast_v3_sheet_21,2,1774,887,"(447, 2, 883, 441)",436,439,512,512,c131f2c891437e2c3bfa8ab5dc6c7103aa429dac4d8f0e0c39cff0cec2d052d3,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_007,cv3_villain_007.webp,cast_v3_sheet_21,3,1774,887,"(890, 2, 1327, 441)",437,439,512,512,6db925e9f0c14568bd2743ec2a615aff4bbfba04a0499af7c6c7d9608fcf632d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_008,cv3_villain_008.webp,cast_v3_sheet_21,4,1774,887,"(1334, 2, 1772, 441)",438,439,512,512,4b1d1ca60d419ef47bff706122ea00192061e50d7239f2d79df8dd236a6da6b6,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_009,cv3_villain_009.webp,cast_v3_sheet_21,5,1774,887,"(2, 446, 440, 885)",438,439,512,512,2cdb080be89c72b3ca344e9f7305968be99e1eaca2361e1f0edaaccdce37405c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_010,cv3_villain_010.webp,cast_v3_sheet_21,6,1774,887,"(447, 446, 883, 885)",436,439,512,512,d007e0f712a5cb3fe33b8a6de75c2672984b37d03b16bb93be4bf6932d1ceb66,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_011,cv3_villain_011.webp,cast_v3_sheet_21,7,1774,887,"(890, 446, 1327, 885)",437,439,512,512,a6c22ddf2d5415724f15a543f0f2d895b6894bcdcaf12665f247d6c15f1ef55a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_012,cv3_villain_012.webp,cast_v3_sheet_21,8,1774,887,"(1334, 446, 1772, 885)",438,439,512,512,8d9e9cebd7eb88cb38c7de5f5d5f6001a59b3b0e6f25dc342b5c17576d259c88,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_013,cv3_villain_013.webp,cast_v3_sheet_22,1,1774,887,"(2, 2, 440, 440)",438,438,512,512,0c096fbb1b6b7e90a46149d07b323c9b6d07e4292b3e224c5d971cf3591dd2c7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_014,cv3_villain_014.webp,cast_v3_sheet_22,2,1774,887,"(447, 2, 883, 440)",436,438,512,512,fc21dc698307eb0535e5a65a4e44547d59a0dd4d4f95af5338f42ea42ca19826,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_015,cv3_villain_015.webp,cast_v3_sheet_22,3,1774,887,"(890, 2, 1327, 440)",437,438,512,512,2d507eda8d99eb21516da6ba15058cef5da21c7bfb233353cea5d97e93a2e90b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_016,cv3_villain_016.webp,cast_v3_sheet_22,4,1774,887,"(1334, 2, 1772, 440)",438,438,512,512,8d33adbe685f87342443d1ad10a2b099fcdba5cfe735b5f2073eae6daedde5a7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_017,cv3_villain_017.webp,cast_v3_sheet_22,5,1774,887,"(2, 446, 440, 885)",438,439,512,512,0695cc60a29259215e47c8d669dfaf926665157ae195dcdd4a46067b1d8b0f6b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_018,cv3_villain_018.webp,cast_v3_sheet_22,6,1774,887,"(447, 446, 883, 885)",436,439,512,512,fbe65d3435055621a6817bdd51e557863ce09dbd0608a25905e037d221334004,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_019,cv3_villain_019.webp,cast_v3_sheet_22,7,1774,887,"(890, 446, 1327, 885)",437,439,512,512,1479b1fbbf99c232d76e46e89e928d3de365e3669ae3b16db6e14a39e6b737f4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_020,cv3_villain_020.webp,cast_v3_sheet_22,8,1774,887,"(1334, 446, 1772, 885)",438,439,512,512,77267daf75fe045af521cd829185b7df6e7283e3ffa679a0a0e836f2771df135,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_021,cv3_villain_021.webp,cast_v3_sheet_23,1,1774,887,"(2, 2, 439, 440)",437,438,512,512,5545d2301304dfd0e82168c8ed81be29effa6b42c1c72cea1647921b472b75ea,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_022,cv3_villain_022.webp,cast_v3_sheet_23,2,1774,887,"(446, 2, 884, 440)",438,438,512,512,f566fd4a5c766e2f4efa1fbe1c6e7beefcedbfb6f9446e158b6c3faff06463fe,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_023,cv3_villain_023.webp,cast_v3_sheet_23,3,1774,887,"(891, 2, 1328, 440)",437,438,512,512,e81f303e2e5ac3f51bf773d1d53c3495828b1fbd5b53d00d9c4654d2c61b2c3f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_024,cv3_villain_024.webp,cast_v3_sheet_23,4,1774,887,"(1336, 2, 1772, 440)",436,438,512,512,273fbb0843b8cca0dfd60d21f34cce34647d526f4042c0e27c18f9ee5a25b009,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_025,cv3_villain_025.webp,cast_v3_sheet_23,5,1774,887,"(2, 446, 439, 885)",437,439,512,512,72fbc0376b6131042c4edcf948f0d92c54ee6b64191dd752feb232e510d17491,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_026,cv3_villain_026.webp,cast_v3_sheet_23,6,1774,887,"(446, 446, 884, 885)",438,439,512,512,88bc54c9b9ff94d4da236e7afd47c29f7670b575180122d859494297a7f3926c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_027,cv3_villain_027.webp,cast_v3_sheet_23,7,1774,887,"(891, 446, 1328, 885)",437,439,512,512,59804fde779836e958be1f2f33bf2802f514cb5a89b2f7c12c71d1984600ccbd,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_028,cv3_villain_028.webp,cast_v3_sheet_23,8,1774,887,"(1336, 446, 1772, 885)",436,439,512,512,f0edc29cc87bbf92f51a5132b6d0da0fa1ef45afd01ebee41eed85be715736cf,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_029,cv3_villain_029.webp,cast_v3_sheet_24,1,1774,887,"(2, 2, 439, 440)",437,438,512,512,a75b3cdbbf5651396453d537413d487f49c69facb6a568855681affa8075ea89,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_030,cv3_villain_030.webp,cast_v3_sheet_24,2,1774,887,"(448, 2, 883, 440)",435,438,512,512,690f11fd43925a83b271c7485e1ebe5648bf3d8f245dcf33583fce55188a2100,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_031,cv3_villain_031.webp,cast_v3_sheet_24,3,1774,887,"(891, 2, 1326, 440)",435,438,512,512,40b246de1d38fad1787410895757a22939b553601c681183f039a2b03d6d6913,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_032,cv3_villain_032.webp,cast_v3_sheet_24,4,1774,887,"(1335, 2, 1772, 440)",437,438,512,512,7dc88e36dd7a155c494144836579e0f953291a532bdee75a223612936b074506,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_033,cv3_villain_033.webp,cast_v3_sheet_24,5,1774,887,"(2, 446, 439, 885)",437,439,512,512,80a3b123accee7ff1b4aec098c047e6879ad0569ce493756f43fad2595ff26fd,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_034,cv3_villain_034.webp,cast_v3_sheet_24,6,1774,887,"(448, 446, 883, 885)",435,439,512,512,a5f75bbcfbd2d1e7a5a0b81df77ada87f69183a5842be1ef76bd0281b3103dfe,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_035,cv3_villain_035.webp,cast_v3_sheet_24,7,1774,887,"(891, 446, 1326, 885)",435,439,512,512,01962529c43267490141cd43eb668ffef381fba5b2c2daa081be4975c329a491,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_036,cv3_villain_036.webp,cast_v3_sheet_24,8,1774,887,"(1335, 446, 1772, 885)",437,439,512,512,a043ec2ccfdedaa8eb9bd6789d2cbcf8714e98d15690f70b333846d84f891523,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_037,cv3_villain_037.webp,cast_v3_sheet_25,1,1774,887,"(2, 2, 440, 440)",438,438,512,512,63094cbb71371a2e7edcb59d1ff213a3632562cb1942e3cd06555f4499bcbeb7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_038,cv3_villain_038.webp,cast_v3_sheet_25,2,1774,887,"(447, 2, 884, 440)",437,438,512,512,2e4ff79f74228c717606564d4b81408d9eb59801ced3d3f58f376d81d4569bdd,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_039,cv3_villain_039.webp,cast_v3_sheet_25,3,1774,887,"(890, 2, 1328, 440)",438,438,512,512,477789d4b501d0d64d2c92129ba7dc25ca6c6933a5dbd14648fa967f9bdff88a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_040,cv3_villain_040.webp,cast_v3_sheet_25,4,1774,887,"(1334, 2, 1772, 440)",438,438,512,512,68a268baeeb4cf1364cb462d7df212be0b58c41de7a68cfff851834b26537e9d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_041,cv3_villain_041.webp,cast_v3_sheet_25,5,1774,887,"(2, 446, 440, 885)",438,439,512,512,ff2dc15aa4410e17eb7004740d7402a489d3db89b8517104e5822f2bfd6a2423,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_042,cv3_villain_042.webp,cast_v3_sheet_25,6,1774,887,"(447, 446, 884, 885)",437,439,512,512,7ea9de721eb1a9ddb8d7ba851bed0c9240efbc16469f4a892b0c0d5d44825beb,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_043,cv3_villain_043.webp,cast_v3_sheet_25,7,1774,887,"(890, 446, 1328, 885)",438,439,512,512,6de906d89ad2c4464e01cb18c1664bf0b8a439dcb4918763f0d1cdc7764c16da,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_044,cv3_villain_044.webp,cast_v3_sheet_25,8,1774,887,"(1334, 446, 1772, 885)",438,439,512,512,83c0e0802b37e276c20f2cd26b1c00fda5d403afa91c9ed69ca168447e7fcda4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_045,cv3_villain_045.webp,cast_v3_sheet_26,1,1774,887,"(2, 2, 439, 441)",437,439,512,512,8bc44d5e2b484a81be3c9e103928ade5a75bcdcf0d1778b24a2f09078cedd1f8,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_046,cv3_villain_046.webp,cast_v3_sheet_26,2,1774,887,"(446, 2, 885, 441)",439,439,512,512,4145d9ab51148f6f2719a78b89674a27826c2097513057de88c1de33152c08ec,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_047,cv3_villain_047.webp,cast_v3_sheet_26,3,1774,887,"(891, 2, 1328, 441)",437,439,512,512,a784467c0cf753b1ce227234951dce8b0105a704e41f2ddc0b431184f8e46c69,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_048,cv3_villain_048.webp,cast_v3_sheet_26,4,1774,887,"(1334, 2, 1772, 441)",438,439,512,512,bbdd5465cef14364f602e26dd83b81a19052f3f3925a148fcc3ef9a25397b532,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_villain_049,cv3_villain_049.webp,cast_v3_sheet_26,5,1774,887,"(2, 446, 439, 885)",437,439,512,512,9fbfd965f48fd6d1d5b88b4f5f485ebdad5ca9668a2fb88090a05203ffb91f09,PASS_WITH_DOCUMENTED_STYLE_LIMITS
