id,name,role,archetype,affinities,action,staged_file,old_img,old_pos,source_set,source_sheet,source_panel
s_yuna,Yuna,secondary,The Cheer Captain,sports|idol|shonen,REPLACE,portrait_staging/secondary/s_yuna__yuna.webp,img/cast-secondary-5.jpg,0,set1,six_panel_anime_action_showcase.png,5
v_amethyst,Empress Amethyst,villain,The Violet Crown,fantasy|shojo|horror|magical|supernatural,REPLACE,portrait_staging/villain/v_amethyst__empress-amethyst.webp,img/cast4/v_amethyst.jpg,,new_39_completion,sheet4,3
v_ash,Warlord Ash,villain,The Scorched March,shonen|fantasy|sports|military,REPLACE,portrait_staging/villain/v_ash__warlord-ash.webp,img/cast-villain-7.jpg,0,new_39_completion,sheet7,3
v_baron,Baron Skull,villain,The Bone Baron,horror|fantasy,REPLACE,portrait_staging/villain/v_baron__baron-skull.webp,img/cast-villain-1.jpg,2,set4,six_dark_fantasy_villains_in_shadow.png,1
v_bioform,Bioform IX,villain,The Failed Experiment,mecha|cyber|shonen|military|space,REPLACE,portrait_staging/villain/v_bioform__bioform-ix.webp,img/cast4/v_bioform.jpg,,set4,six_dark_fantasy_villains_in_shadow.png,2
v_blackout,Blackout,villain,The Power Failure,cyber|mecha|horror,REPLACE,portrait_staging/villain/v_blackout__blackout.webp,img/cast-villain-6.jpg,2,set1,villains_of_the_gothic_multiverse.png,6
v_carnage,King Carnage,villain,The Arena Tyrant,shonen|sports|fantasy,REPLACE,portrait_staging/villain/v_carnage__king-carnage.webp,img/cast-villain-5.jpg,0,new_39_completion,sheet5,1
v_collector,The Collector,villain,The Hoard,mystery|fantasy|shojo,REPLACE,portrait_staging/villain/v_collector__the-collector.webp,img/cast-villain-6.jpg,3,set1,villains_of_the_gothic_multiverse.png,4
v_dread,Duchess Dread,villain,The Velvet Doom,shojo|mystery|horror,REPLACE,portrait_staging/villain/v_dread__duchess-dread.webp,img/cast-villain-7.jpg,1,new_39_completion,sheet4,2
v_falsetto,Falsetto,villain,The Chart-Topping Threat,idol|shojo|cyber,REPLACE,portrait_staging/villain/v_falsetto__falsetto.webp,img/cast3/falsetto.jpg,,new_39_completion,sheet4,5
v_fang,Count Fang,villain,The Midnight Peer,horror|romance|mystery,REPLACE,portrait_staging/villain/v_fang__count-fang.webp,img/cast-villain-4.jpg,0,set4,six_dark_fantasy_villains_in_shadow.png,4
v_frostbite,Lady Frostbite,villain,The Cold Court,horror|shojo|fantasy,REPLACE,portrait_staging/villain/v_frostbite__lady-frostbite.webp,img/cast-villain-5.jpg,3,set4,anime_fantasy_comic_grid_panels.png,2
v_glitch,Overlord Glitch,villain,The System Error,cyber|mecha|mystery,REPLACE,portrait_staging/villain/v_glitch__overlord-glitch.webp,img/cast-villain-4.jpg,2,new_39_completion,sheet6,3
v_grandfinale,Grand Finale,villain,The Final Judge,cooking|comedy|shonen,REPLACE,portrait_staging/villain/v_grandfinale__grand-finale.webp,img/cast3/grandfinale.jpg,,set1,villainous_fantasies_six_dark_rulers.png,3
v_gravemark,Gravemark,villain,The Cracked Warlord,shonen|fantasy|horror|military,REPLACE,portrait_staging/villain/v_gravemark__gravemark.webp,img/cast4/v_gravemark.jpg,,new_39_completion,sheet4,6
v_harlequin,Harlequin,villain,The Laughing Trick,horror|mystery|slice|comedy|supernatural,REPLACE,portrait_staging/villain/v_harlequin__harlequin.webp,img/cast4/v_harlequin.jpg,,set4,anime_fantasy_comic_grid_panels.png,1
v_hex,Mistress Hex,villain,The Curse Weaver,fantasy|horror|shojo|magical,REPLACE,portrait_staging/villain/v_hex__mistress-hex.webp,img/cast-villain-4.jpg,3,new_39_completion,sheet5,5
v_hollow,The Hollow King,villain,Crown of Nothing,horror|mystery,REPLACE,portrait_staging/villain/v_hollow__the-hollow-king.webp,img/cast-villain-2.jpg,1,new_39_completion,sheet6,5
v_hollowchild,The Pale Empress,villain,The Quiet Void,horror|shojo|mystery|magical|space,REPLACE,portrait_staging/villain/v_hollowchild__the-pale-empress.webp,img/cast4/v_hollowchild.jpg,,new_39_completion,sheet6,6
v_inquisitor,The Grand Inquisitor,villain,The Perfect Verdict,mystery|mecha|horror,REPLACE,portrait_staging/villain/v_inquisitor__the-grand-inquisitor.webp,img/cast-villain-8.jpg,1,new_39_completion,sheet6,4
v_kairos,CEO Kairos,villain,The Friendly Contract,cyber|mecha|mystery|noir|space|racing,REPLACE,portrait_staging/villain/v_kairos__ceo-kairos.webp,img/cast4/v_kairos.jpg,,new_39_completion,sheet3,5
v_kurogane,Kurogane,villain,The Iron Tyrant,shonen|fantasy|mecha|military,REPLACE,portrait_staging/villain/v_kurogane__kurogane.webp,img/cast4/v_kurogane.jpg,,new_39_completion,sheet5,2
v_lich,Lich of Laughter,villain,The Joke That Kills,horror|fantasy|slice|comedy,REPLACE,portrait_staging/villain/v_lich__lich-of-laughter.webp,img/cast-villain-7.jpg,2,new_39_completion,sheet5,3
v_lovelace,Lovelace,villain,The Serial Romantic,romance|noir|comedy,REPLACE,portrait_staging/villain/v_lovelace__lovelace.webp,img/cast3/lovelace.jpg,,set1,villains_of_the_gothic_multiverse.png,2
v_magus,Chaos Magus,villain,The Wild Spell,fantasy|isekai|horror,REPLACE,portrait_staging/villain/v_magus__chaos-magus.webp,img/cast-villain-6.jpg,1,set4,six_dark_fantasy_villains_in_shadow.png,3
v_mirage,Doctor Mirage,villain,The Illusionist,mystery|cyber|fantasy|space,REPLACE,portrait_staging/villain/v_mirage__doctor-mirage.webp,img/cast-villain-2.jpg,3,new_39_completion,sheet4,1
v_moth,Mother Moth,villain,The Light That Lures,horror|fantasy|shojo|supernatural|idol,REPLACE,portrait_staging/villain/v_moth__mother-moth.webp,img/cast4/v_moth.jpg,,set1,villainous_fantasies_six_dark_rulers.png,2
v_nightshade,Nightshade,villain,The Poison Garden,horror|mystery|shojo|supernatural,REPLACE,portrait_staging/villain/v_nightshade__nightshade.webp,img/cast-villain-8.jpg,2,new_39_completion,sheet5,6
v_nocturne,Nocturne,villain,Queen of Shadows,horror|mystery|shojo|noir|magical,REPLACE,portrait_staging/villain/v_nocturne__nocturne.webp,img/cast4/v_nocturne.jpg,,new_39_completion,sheet6,1
v_obsidian,Empress Obsidian,villain,The Glass Throne,shojo|fantasy|horror,REPLACE,portrait_staging/villain/v_obsidian__empress-obsidian.webp,img/cast-villain-3.jpg,0,new_39_completion,sheet4,4
v_onikage,Onikage,villain,The Cursed Blade,shonen|horror|fantasy|supernatural|military,REPLACE,portrait_staging/villain/v_onikage__onikage.webp,img/cast4/v_onikage.jpg,,new_39_completion,sheet6,2
v_overlord,Overlord Zero,villain,The Summoned Tyrant,isekai|shojo|fantasy,REPLACE,portrait_staging/villain/v_overlord__overlord-zero.webp,img/cast3/overlord.jpg,,set1,villainous_fantasies_six_dark_rulers.png,5
v_paradox,Professor Paradox,villain,The Timeline Breaker,mecha|cyber|mystery|space,REPLACE,portrait_staging/villain/v_paradox__professor-paradox.webp,img/cast-villain-5.jpg,2,set4,anime_fantasy_comic_grid_panels.png,3
v_plague,The Green Doctor,villain,The Cure That Isn't,horror|mystery|fantasy|supernatural|noir|cooking,REPLACE,portrait_staging/villain/v_plague__the-green-doctor.webp,img/cast4/v_plague.jpg,,set1,villainous_fantasies_six_dark_rulers.png,4
v_puppeteer,The Puppeteer,villain,Strings of Fate,mystery|horror|cyber,REPLACE,portrait_staging/villain/v_puppeteer__the-puppeteer.webp,img/cast-villain-3.jpg,3,set3,six_vignettes_of_shadows_and_light.png,6
v_reaper,Crimson Reaper,villain,The Red Harvest,horror|shonen,REPLACE,portrait_staging/villain/v_reaper__crimson-reaper.webp,img/cast-villain-2.jpg,2,new_39_completion,sheet3,6
v_rosethorn,Rosethorn,villain,The Wilted Heiress,shojo|magical|fantasy,REPLACE,portrait_staging/villain/v_rosethorn__rosethorn.webp,img/cast3/rosethorn.jpg,,set4,six_dark_fantasy_villains_in_shadow.png,5
v_scuttle,Captain Scuttlebutt,villain,The Rumour Raider,fantasy|shonen|mystery|comedy,REPLACE,portrait_staging/villain/v_scuttle__captain-scuttlebutt.webp,img/cast-villain-7.jpg,3,set1,villains_of_the_gothic_multiverse.png,1
v_silence,The Silence,villain,The Unspoken,horror|mystery|noir,REPLACE,portrait_staging/villain/v_silence__the-silence.webp,img/cast-villain-5.jpg,1,set3,six_vignettes_of_shadows_and_light.png,5
v_sinister,Sister Sinister,villain,The Sweet Fang,shojo|horror|mystery,REPLACE,portrait_staging/villain/v_sinister__sister-sinister.webp,img/cast-villain-3.jpg,2,set1,villains_of_the_gothic_multiverse.png,3
v_tempest,Lord Tempest,villain,The Storm Court,fantasy|sports|shonen|racing|supernatural,REPLACE,portrait_staging/villain/v_tempest__lord-tempest.webp,img/cast4/v_tempest.jpg,,set1,villainous_fantasies_six_dark_rulers.png,1
v_titanus,Titanus Rex,villain,The Apex Monster,shonen|mecha|horror,REPLACE,portrait_staging/villain/v_titanus__titanus-rex.webp,img/cast-villain-8.jpg,3,new_39_completion,sheet7,2
v_venom,Madame Venom,villain,The Poison Tongue,mystery|shojo|horror,REPLACE,portrait_staging/villain/v_venom__madame-venom.webp,img/cast-villain-1.jpg,3,new_39_completion,sheet5,4
v_volt,General Volt,villain,The Thunder Warlord,mecha|shonen|cyber,REPLACE,portrait_staging/villain/v_volt__general-volt.webp,img/cast-villain-2.jpg,0,set4,six_dark_fantasy_villains_in_shadow.png,6
v_warden,The Warden,villain,The Locked Door,mystery|horror|military,REPLACE,portrait_staging/villain/v_warden__the-warden.webp,img/cast-villain-6.jpg,0,new_39_completion,sheet7,1
v_zero,Zero,villain,The Erased One,cyber|mystery|horror|space,REPLACE,portrait_staging/villain/v_zero__zero.webp,img/cast-villain-4.jpg,1,set3,six_vignettes_of_shadows_and_light.png,4
