id,name,generation,role,anime_type,visible_genre_1,visible_genre_2,hidden_affinity,runtime_portrait_path,source_portrait_path,source_manifest_row,source_manifest_sequence,expected_source_filename,expected_runtime_filename,actual_runtime_filename,sha256,source_sha256,perceptual_hash,width,height,source_file_exists,runtime_file_exists,filename_id_mapping_matches,runtime_references_intended_source,metadata_matches_authoritative,portrait_appears_elsewhere,suspected_visual_duplicate_ids
v_reaper,Rhea 'Reaper' Quinn,V2 original,villain,shonen,martial,sports,horror,cast/v2/villain_shonen_02__b2__v_reaper.webp,game_source/public/cast/v2/villain_shonen_02__b2__v_reaper.webp,visual_sheet_manifest.json VILLAIN_SHONEN_02:B2,,villain_shonen_02__b2__v_reaper.webp,villain_shonen_02__b2__v_reaper.webp,villain_shonen_02__b2__v_reaper.webp,19587e586e5e48bcfd8c24baef25c4d1547fc56dc7167c342b3f85ee316428c6,19587e586e5e48bcfd8c24baef25c4d1547fc56dc7167c342b3f85ee316428c6,3804d23f375a7985,512,512,True,True,True,True,True,False,
v_zero,Zero Venn,V2 original,villain,shonen,cyber,space,romance,cast/v2/villain_shonen_02__b3__v_zero.webp,game_source/public/cast/v2/villain_shonen_02__b3__v_zero.webp,visual_sheet_manifest.json VILLAIN_SHONEN_02:B3,,villain_shonen_02__b3__v_zero.webp,villain_shonen_02__b3__v_zero.webp,villain_shonen_02__b3__v_zero.webp,d8e75be5319ed73112ad81880bd96c8cce0629331e5d01683ced5fdd9a74434c,d8e75be5319ed73112ad81880bd96c8cce0629331e5d01683ced5fdd9a74434c,39d1cbd064e86365,512,512,True,True,True,True,True,False,
v_glitch,Director Glitch,V2 original,villain,shonen,cyber,mecha,slice,cast/v2/villain_shonen_02__b4__v_glitch.webp,game_source/public/cast/v2/villain_shonen_02__b4__v_glitch.webp,visual_sheet_manifest.json VILLAIN_SHONEN_02:B4,,villain_shonen_02__b4__v_glitch.webp,villain_shonen_02__b4__v_glitch.webp,villain_shonen_02__b4__v_glitch.webp,3072c4740554ef20cea88bc5a93ad97269236039e8c10b58cfbf37477abb211d,3072c4740554ef20cea88bc5a93ad97269236039e8c10b58cfbf37477abb211d,56c0cf1ab433b2cc,512,512,True,True,True,True,True,False,
v_paradox,Professor Samira Paradox,V2 original,villain,shonen,space,mystery,cooking,cast/v2/villain_shonen_03__a1__v_paradox.webp,game_source/public/cast/v2/villain_shonen_03__a1__v_paradox.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:A1,,villain_shonen_03__a1__v_paradox.webp,villain_shonen_03__a1__v_paradox.webp,villain_shonen_03__a1__v_paradox.webp,d52f56c44fecec5a33bb20dfc60de1a889556e58b5f8d23c88b9800541127916,d52f56c44fecec5a33bb20dfc60de1a889556e58b5f8d23c88b9800541127916,0159732c2e87566f,512,512,True,True,True,True,True,False,
v_warden,Warden Nandi Dube,V2 original,villain,shonen,survival,military,magical,cast/v2/villain_shonen_03__a2__v_warden.webp,game_source/public/cast/v2/villain_shonen_03__a2__v_warden.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:A2,,villain_shonen_03__a2__v_warden.webp,villain_shonen_03__a2__v_warden.webp,villain_shonen_03__a2__v_warden.webp,6f07b15bcf301072e35f74a1b6a647c96f9303c6d6d99ff0984414c470611bea,6f07b15bcf301072e35f74a1b6a647c96f9303c6d6d99ff0984414c470611bea,34a7f0e501ba1ed2,512,512,True,True,True,True,True,False,
v_titanus,Titanus Rex,V2 original,villain,shonen,horror,survival,isekai,cast/v2/villain_shonen_03__a3__v_titanus.webp,game_source/public/cast/v2/villain_shonen_03__a3__v_titanus.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:A3,,villain_shonen_03__a3__v_titanus.webp,villain_shonen_03__a3__v_titanus.webp,villain_shonen_03__a3__v_titanus.webp,f9d125133720ca0e593c06a731eff8842648a642229a040d9b22af4b19a4f720,f9d125133720ca0e593c06a731eff8842648a642229a040d9b22af4b19a4f720,15a5d6c2629b4b4e,512,512,True,True,True,True,True,False,
v_bioform,Bioform IX,V2 original,villain,shonen,mecha,sports,idol,cast/v2/villain_shonen_03__a4__v_bioform.webp,game_source/public/cast/v2/villain_shonen_03__a4__v_bioform.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:A4,,villain_shonen_03__a4__v_bioform.webp,villain_shonen_03__a4__v_bioform.webp,villain_shonen_03__a4__v_bioform.webp,27c8cf4171cfa06661f7d4b140e7406b758db92195ce705db104f8823fbe7e4b,27c8cf4171cfa06661f7d4b140e7406b758db92195ce705db104f8823fbe7e4b,35a30c385b741bdc,512,512,True,True,True,True,True,False,
v_inquisitor,Dr Imani Sefu,V2 original,villain,shonen,mystery,martial,pirate,cast/v2/villain_shonen_03__b1__v_inquisitor.webp,game_source/public/cast/v2/villain_shonen_03__b1__v_inquisitor.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:B1,,villain_shonen_03__b1__v_inquisitor.webp,villain_shonen_03__b1__v_inquisitor.webp,villain_shonen_03__b1__v_inquisitor.webp,e20845479c999ce8149ed53546657f5e4e8a077a88bb4a9ce485f1bd2f372152,e20845479c999ce8149ed53546657f5e4e8a077a88bb4a9ce485f1bd2f372152,25a65ab66c993439,512,512,True,True,True,True,True,False,
v_collector,Celeste Armand,V2 original,villain,shonen,mythology,cyber,fantasy,cast/v2/villain_shonen_03__b2__v_collector.webp,game_source/public/cast/v2/villain_shonen_03__b2__v_collector.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:B2,,villain_shonen_03__b2__v_collector.webp,villain_shonen_03__b2__v_collector.webp,villain_shonen_03__b2__v_collector.webp,52dd55ec5d692df297b94b20b6bfcb9a8776fcdd90060213a543405af462ec8b,52dd55ec5d692df297b94b20b6bfcb9a8776fcdd90060213a543405af462ec8b,32d092a4436f6f1b,512,512,True,True,True,True,True,False,
v_nightshade,Nadia Nightshade,V2 original,villain,shonen,survival,mystery,romance,cast/v2/villain_shonen_03__b3__v_nightshade.webp,game_source/public/cast/v2/villain_shonen_03__b3__v_nightshade.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:B3,,villain_shonen_03__b3__v_nightshade.webp,villain_shonen_03__b3__v_nightshade.webp,villain_shonen_03__b3__v_nightshade.webp,fb3e20ac9f74309885dd0f474a85b6d845f93c8b9488d9c0ebd7c35773d22f9d,fb3e20ac9f74309885dd0f474a85b6d845f93c8b9488d9c0ebd7c35773d22f9d,609396b202cf1fd5,512,512,True,True,True,True,True,False,
v_amethyst,Amethyst Rook,V2 original,villain,shonen,fantasy,magical,nordic,cast/v2/villain_shonen_03__b4__v_amethyst.webp,game_source/public/cast/v2/villain_shonen_03__b4__v_amethyst.webp,visual_sheet_manifest.json VILLAIN_SHONEN_03:B4,,villain_shonen_03__b4__v_amethyst.webp,villain_shonen_03__b4__v_amethyst.webp,villain_shonen_03__b4__v_amethyst.webp,ae9f1fe1d2619d959c909199c8b3a4c238039543c3b1a5048795b48df1f7a292,ae9f1fe1d2619d959c909199c8b3a4c238039543c3b1a5048795b48df1f7a292,71c01b173fd83439,512,512,True,True,True,True,True,False,
v_hollow,The Hollow King,V2 original,villain,shojo,horror,supernatural,romance,cast/v2/villain_shojo_01__a1__v_hollow.webp,game_source/public/cast/v2/villain_shojo_01__a1__v_hollow.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:A1,,villain_shojo_01__a1__v_hollow.webp,villain_shojo_01__a1__v_hollow.webp,villain_shojo_01__a1__v_hollow.webp,8d5f95732d3d7122e0c388c541f358cbf10dec130555aea76a06c58df035c955,8d5f95732d3d7122e0c388c541f358cbf10dec130555aea76a06c58df035c955,32cfa519ac39a92a,512,512,True,True,True,True,True,False,
v_mirage,Dr Farid Mirage,V2 original,villain,shojo,cyber,mystery,magical,cast/v2/villain_shojo_01__a2__v_mirage.webp,game_source/public/cast/v2/villain_shojo_01__a2__v_mirage.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:A2,,villain_shojo_01__a2__v_mirage.webp,villain_shojo_01__a2__v_mirage.webp,villain_shojo_01__a2__v_mirage.webp,1a5f11bf8973cbaa77b6794b992a34c70fe8e2536194c5de782e266f395dca56,1a5f11bf8973cbaa77b6794b992a34c70fe8e2536194c5de782e266f395dca56,1cbf49256464b95a,512,512,True,True,True,True,True,False,
v_puppeteer,Adrian Vale,V2 original,villain,shojo,idol,slice,military,cast/v2/villain_shojo_01__a3__v_puppeteer.webp,game_source/public/cast/v2/villain_shojo_01__a3__v_puppeteer.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:A3,,villain_shojo_01__a3__v_puppeteer.webp,villain_shojo_01__a3__v_puppeteer.webp,villain_shojo_01__a3__v_puppeteer.webp,d501ede88ec0e2f84a62ce81a6670f491afbd034baba4176b3ae61d061422eee,d501ede88ec0e2f84a62ce81a6670f491afbd034baba4176b3ae61d061422eee,38b3324f2b331cc3,512,512,True,True,True,True,True,False,
v_fang,Count Lucan Varga,V2 original,villain,shojo,horror,romance,cooking,cast/v2/villain_shojo_01__a4__v_fang.webp,game_source/public/cast/v2/villain_shojo_01__a4__v_fang.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:A4,,villain_shojo_01__a4__v_fang.webp,villain_shojo_01__a4__v_fang.webp,villain_shojo_01__a4__v_fang.webp,f1972306b35df7c55429c3b141db220c720c9dd55b7edf2cc4c1354cf994adb0,f1972306b35df7c55429c3b141db220c720c9dd55b7edf2cc4c1354cf994adb0,30d20f7c2a373d31,512,512,True,True,True,True,True,False,
v_lich,Basil Lich,V2 original,villain,shojo,comedy,horror,isekai,cast/v2/villain_shojo_01__b1__v_lich.webp,game_source/public/cast/v2/villain_shojo_01__b1__v_lich.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:B1,,villain_shojo_01__b1__v_lich.webp,villain_shojo_01__b1__v_lich.webp,villain_shojo_01__b1__v_lich.webp,8dfd6ffd1662931e88c6dad0dca1fde5ddc752292f2a0e9cca071abb736eb711,8dfd6ffd1662931e88c6dad0dca1fde5ddc752292f2a0e9cca071abb736eb711,45c0c96c8dad3673,512,512,True,True,True,True,True,False,
v_kairos,Leon Kairos,V2 original,villain,shojo,cyber,romance,nordic,cast/v2/villain_shojo_01__b2__v_kairos.webp,game_source/public/cast/v2/villain_shojo_01__b2__v_kairos.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:B2,,villain_shojo_01__b2__v_kairos.webp,villain_shojo_01__b2__v_kairos.webp,villain_shojo_01__b2__v_kairos.webp,7606d9528f537c3d12f1a2410c48fb65be16fff95b25bfdc6d79eae2db3563a9,7606d9528f537c3d12f1a2410c48fb65be16fff95b25bfdc6d79eae2db3563a9,30ec0d7e68117755,512,512,True,True,True,True,True,False,
v_plague,Dr Emil Green,V2 original,villain,shojo,horror,mystery,idol,cast/v2/villain_shojo_01__b3__v_plague.webp,game_source/public/cast/v2/villain_shojo_01__b3__v_plague.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:B3,,villain_shojo_01__b3__v_plague.webp,villain_shojo_01__b3__v_plague.webp,villain_shojo_01__b3__v_plague.webp,a11b101b01a2f65e7e2da623e2b023a9807083d93b06840975f724f8cb55e666,a11b101b01a2f65e7e2da623e2b023a9807083d93b06840975f724f8cb55e666,3b9ad24d35344b61,512,512,True,True,True,True,True,False,
v_harlequin,Harlequin Bell,V2 original,villain,shojo,comedy,idol,survival,cast/v2/villain_shojo_01__b4__v_harlequin.webp,game_source/public/cast/v2/villain_shojo_01__b4__v_harlequin.webp,visual_sheet_manifest.json VILLAIN_SHOJO_01:B4,,villain_shojo_01__b4__v_harlequin.webp,villain_shojo_01__b4__v_harlequin.webp,villain_shojo_01__b4__v_harlequin.webp,ec6762e52eca0f5a0fc03f4d73bd16dbef2c30b855daba1733be50317db1f0ab,ec6762e52eca0f5a0fc03f4d73bd16dbef2c30b855daba1733be50317db1f0ab,00e1b3996f9e9cd0,512,512,True,True,True,True,True,False,
v_overlord,Osric Vale,V2 original,villain,shojo,isekai,fantasy,mecha,cast/v2/villain_shojo_02__a1__v_overlord.webp,game_source/public/cast/v2/villain_shojo_02__a1__v_overlord.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:A1,,villain_shojo_02__a1__v_overlord.webp,villain_shojo_02__a1__v_overlord.webp,villain_shojo_02__a1__v_overlord.webp,4f0c243c1682f493e43d083f4486728afde7974715a62e912b3faf12ccd8b6ff,4f0c243c1682f493e43d083f4486728afde7974715a62e912b3faf12ccd8b6ff,31838b5636914edd,512,512,True,True,True,True,True,False,
v_falsetto,Seo Min-jae 'Falsetto',V2 original,villain,shojo,idol,martial,romance,cast/v2/villain_shojo_02__a2__v_falsetto.webp,game_source/public/cast/v2/villain_shojo_02__a2__v_falsetto.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:A2,,villain_shojo_02__a2__v_falsetto.webp,villain_shojo_02__a2__v_falsetto.webp,villain_shojo_02__a2__v_falsetto.webp,668999d4ef4f3c51ff53f9c4ba690c131f4b448dc917a7042c41221cd6ff5486,668999d4ef4f3c51ff53f9c4ba690c131f4b448dc917a7042c41221cd6ff5486,05892d7c21d69adb,512,512,True,True,True,True,True,False,
v_lovelace,Julian Lovelace,V2 original,villain,shojo,romance,comedy,space,cast/v2/villain_shojo_02__a3__v_lovelace.webp,game_source/public/cast/v2/villain_shojo_02__a3__v_lovelace.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:A3,,villain_shojo_02__a3__v_lovelace.webp,villain_shojo_02__a3__v_lovelace.webp,villain_shojo_02__a3__v_lovelace.webp,1287272b87a914e632366341dab83b82e4aaf27d4f3d90650eec05d0a76bfeb8,1287272b87a914e632366341dab83b82e4aaf27d4f3d90650eec05d0a76bfeb8,31968e660fc3e81e,512,512,True,True,True,True,True,False,
v_einar,Einar Dahl,V2 original,villain,shojo,nordic,cooking,idol,cast/v2/villain_shojo_02__a4__v_einar.webp,game_source/public/cast/v2/villain_shojo_02__a4__v_einar.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:A4,,villain_shojo_02__a4__v_einar.webp,villain_shojo_02__a4__v_einar.webp,villain_shojo_02__a4__v_einar.webp,032f97e268cb9c6fc35124113a5ac5d87f6217c2f3460788b94a0219256fc209,032f97e268cb9c6fc35124113a5ac5d87f6217c2f3460788b94a0219256fc209,30891f3c437944fe,512,512,True,True,True,True,True,False,
v_nocturne,Nora Nocturne,V2 original,villain,shojo,mystery,slice,supernatural,cast/v2/villain_shojo_02__b1__v_nocturne.webp,game_source/public/cast/v2/villain_shojo_02__b1__v_nocturne.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:B1,,villain_shojo_02__b1__v_nocturne.webp,villain_shojo_02__b1__v_nocturne.webp,villain_shojo_02__b1__v_nocturne.webp,59a816a51f32a6fe7c18e35db418d0dc8f07a690fb0a62477f46db86fbedc022,59a816a51f32a6fe7c18e35db418d0dc8f07a690fb0a62477f46db86fbedc022,681b8558a94d66ee,512,512,True,True,True,True,True,False,
v_venom,Valerie Venn,V2 original,villain,shojo,romance,slice,survival,cast/v2/villain_shojo_02__b2__v_venom.webp,game_source/public/cast/v2/villain_shojo_02__b2__v_venom.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:B2,,villain_shojo_02__b2__v_venom.webp,villain_shojo_02__b2__v_venom.webp,villain_shojo_02__b2__v_venom.webp,9691929fc1337fefbc9abce7b5056ad99fcb9d5277cfbdc8cf939351976cd433,9691929fc1337fefbc9abce7b5056ad99fcb9d5277cfbdc8cf939351976cd433,7e1ec51219f92c86,512,512,True,True,True,True,True,False,
v_obsidian,Odette Blackwell,V2 original,villain,shojo,idol,mecha,romance,cast/v2/villain_shojo_02__b3__v_obsidian.webp,game_source/public/cast/v2/villain_shojo_02__b3__v_obsidian.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:B3,,villain_shojo_02__b3__v_obsidian.webp,villain_shojo_02__b3__v_obsidian.webp,villain_shojo_02__b3__v_obsidian.webp,e7ded60d23a7fb430cb7af1171151d2b34cb754f31627d8fafe03d554f8ebe4d,e7ded60d23a7fb430cb7af1171151d2b34cb754f31627d8fafe03d554f8ebe4d,70dca133b3f364c0,512,512,True,True,True,True,True,False,
v_sinister,Sister Celia Senn,V2 original,villain,shojo,slice,mystery,mythology,cast/v2/villain_shojo_02__b4__v_sinister.webp,game_source/public/cast/v2/villain_shojo_02__b4__v_sinister.webp,visual_sheet_manifest.json VILLAIN_SHOJO_02:B4,,villain_shojo_02__b4__v_sinister.webp,villain_shojo_02__b4__v_sinister.webp,villain_shojo_02__b4__v_sinister.webp,0f587c098b47ad724e3bc882408f2112302eb95aff57073f94ce2d47f3884cf5,0f587c098b47ad724e3bc882408f2112302eb95aff57073f94ce2d47f3884cf5,35cbdab4247853a1,512,512,True,True,True,True,True,False,
v_hex,Hester Hex,V2 original,villain,shojo,magical,fantasy,sports,cast/v2/villain_shojo_03__a1__v_hex.webp,game_source/public/cast/v2/villain_shojo_03__a1__v_hex.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:A1,,villain_shojo_03__a1__v_hex.webp,villain_shojo_03__a1__v_hex.webp,villain_shojo_03__a1__v_hex.webp,bde4b5a29746e8951205776158024ec6453d61a403175713943effd7b96e6c97,bde4b5a29746e8951205776158024ec6453d61a403175713943effd7b96e6c97,7cc02bb57321cc4e,512,512,True,True,True,True,True,False,
v_silence,The Silence,V2 original,villain,shojo,horror,pirate,cooking,cast/v2/villain_shojo_03__a2__v_silence.webp,game_source/public/cast/v2/villain_shojo_03__a2__v_silence.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:A2,,villain_shojo_03__a2__v_silence.webp,villain_shojo_03__a2__v_silence.webp,villain_shojo_03__a2__v_silence.webp,7d1a9b10ce1ce01567add84cc4aca6331fa7142b75d2c1befc7c09402edf59ea,7d1a9b10ce1ce01567add84cc4aca6331fa7142b75d2c1befc7c09402edf59ea,50831b2dab61697d,512,512,True,True,True,True,True,False,
v_frostbite,Freya Frost,V2 original,villain,shojo,sports,romance,cyber,cast/v2/villain_shojo_03__a3__v_frostbite.webp,game_source/public/cast/v2/villain_shojo_03__a3__v_frostbite.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:A3,,villain_shojo_03__a3__v_frostbite.webp,villain_shojo_03__a3__v_frostbite.webp,villain_shojo_03__a3__v_frostbite.webp,d3f0648570acff43624f645ce38b22ac1ad3d2e06bcbe38ebc884af472be13d3,d3f0648570acff43624f645ce38b22ac1ad3d2e06bcbe38ebc884af472be13d3,37c8a1a38c4ff0d8,512,512,True,True,True,True,True,False,
v_dread,Dorothea Reed,V2 original,villain,shojo,slice,military,pirate,cast/v2/villain_shojo_03__a4__v_dread.webp,game_source/public/cast/v2/villain_shojo_03__a4__v_dread.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:A4,,villain_shojo_03__a4__v_dread.webp,villain_shojo_03__a4__v_dread.webp,villain_shojo_03__a4__v_dread.webp,638bcc92e31e9a1fb7817aac9e2ceba51df4d6297a259f9d135738d56d8539f1,638bcc92e31e9a1fb7817aac9e2ceba51df4d6297a259f9d135738d56d8539f1,39d95f2d62330561,512,512,True,True,True,True,True,False,
v_moth,Mother Moth,V2 original,villain,shojo,horror,mythology,cooking,cast/v2/villain_shojo_03__b1__v_moth.webp,game_source/public/cast/v2/villain_shojo_03__b1__v_moth.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:B1,,villain_shojo_03__b1__v_moth.webp,villain_shojo_03__b1__v_moth.webp,villain_shojo_03__b1__v_moth.webp,d3a1489d737a84b437bff75375ac1c594e1ea6967e67d41b2297c7afb4caa2bf,d3a1489d737a84b437bff75375ac1c594e1ea6967e67d41b2297c7afb4caa2bf,1743c37bb2289b34,512,512,True,True,True,True,True,False,
v_hollowchild,The Pale Empress,V2 original,villain,shojo,space,fantasy,comedy,cast/v2/villain_shojo_03__b2__v_hollowchild.webp,game_source/public/cast/v2/villain_shojo_03__b2__v_hollowchild.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:B2,,villain_shojo_03__b2__v_hollowchild.webp,villain_shojo_03__b2__v_hollowchild.webp,villain_shojo_03__b2__v_hollowchild.webp,22fbfca936ae365f254918e4ea8564207183484566605ae9b3d6f532ef175813,22fbfca936ae365f254918e4ea8564207183484566605ae9b3d6f532ef175813,14d0166c3b2bed63,512,512,True,True,True,True,True,False,
v_rosethorn,Rosalie Thorn,V2 original,villain,shojo,romance,survival,idol,cast/v2/villain_shojo_03__b3__v_rosethorn.webp,game_source/public/cast/v2/villain_shojo_03__b3__v_rosethorn.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:B3,,villain_shojo_03__b3__v_rosethorn.webp,villain_shojo_03__b3__v_rosethorn.webp,villain_shojo_03__b3__v_rosethorn.webp,a77b64b9fdbc7755456b06031e0d02d17ae59b66c7fbd757cafa35c2e1b95d00,a77b64b9fdbc7755456b06031e0d02d17ae59b66c7fbd757cafa35c2e1b95d00,196e3680679b3716,512,512,True,True,True,True,True,False,
aya,Aya Hanamori,V2 original,villain,shojo,romance,mystery,martial,cast/v2/villain_shojo_03__b4__aya.webp,game_source/public/cast/v2/villain_shojo_03__b4__aya.webp,visual_sheet_manifest.json VILLAIN_SHOJO_03:B4,,villain_shojo_03__b4__aya.webp,villain_shojo_03__b4__aya.webp,villain_shojo_03__b4__aya.webp,75aa48266df0d3294fbe3dd7fed822ce1fe70e4e2007d2c0dd46f3e5c1c6c6ab,75aa48266df0d3294fbe3dd7fed822ce1fe70e4e2007d2c0dd46f3e5c1c6c6ab,6498ba283dec7ac2,512,512,True,True,True,True,True,False,
cv3_lead_001,Hajime Suda,V3 pair closure,protag,shonen,comedy,cooking,pirate,cast/v3/cv3_lead_001.webp,game_source/public/cast/v3/cv3_lead_001.webp,CAST_V3_ART_MANIFEST.csv row 2 / cast_v3_sheet_01:1,,cv3_lead_001.webp,cv3_lead_001.webp,cv3_lead_001.webp,5e8669d744fa2ea49820fc6073540a0842d22e36d762d6171a18fb171b0bf3fa,5e8669d744fa2ea49820fc6073540a0842d22e36d762d6171a18fb171b0bf3fa,27e485138a16ddbc,512,512,True,True,True,True,True,False,
cv3_lead_002,Nao Suda,V3 pair closure,protag,shonen,cooking,space,comedy,cast/v3/cv3_lead_002.webp,game_source/public/cast/v3/cv3_lead_002.webp,CAST_V3_ART_MANIFEST.csv row 3 / cast_v3_sheet_01:2,,cv3_lead_002.webp,cv3_lead_002.webp,cv3_lead_002.webp,de8100a2f8506ab92994f1762ba20e36b4649527dfdd09c6c3078e13c5e4c710,de8100a2f8506ab92994f1762ba20e36b4649527dfdd09c6c3078e13c5e4c710,33c01cb50bde6c5c,512,512,True,True,True,True,True,False,
cv3_lead_003,Isamu Kishi,V3 pair closure,protag,shonen,shinobi,comedy,magical,cast/v3/cv3_lead_003.webp,game_source/public/cast/v3/cv3_lead_003.webp,CAST_V3_ART_MANIFEST.csv row 4 / cast_v3_sheet_01:3,,cv3_lead_003.webp,cv3_lead_003.webp,cv3_lead_003.webp,d69284adbd95106b74740e5cb4e0c0e1e8dfbc3a386cc5bc3a955e8fba5400fe,d69284adbd95106b74740e5cb4e0c0e1e8dfbc3a386cc5bc3a955e8fba5400fe,25caeb89c8d194bc,512,512,True,True,True,True,True,False,
cv3_lead_004,Chiyo Kishi,V3 pair closure,protag,shonen,mecha,comedy,sports,cast/v3/cv3_lead_004.webp,game_source/public/cast/v3/cv3_lead_004.webp,CAST_V3_ART_MANIFEST.csv row 5 / cast_v3_sheet_01:4,,cv3_lead_004.webp,cv3_lead_004.webp,cv3_lead_004.webp,c693c0eaa635a100e47d53d74704e046e1cd17a58214b76b239ed89823c3ec1a,c693c0eaa635a100e47d53d74704e046e1cd17a58214b76b239ed89823c3ec1a,27a5c756ca58c9d0,512,512,True,True,True,True,True,False,
cv3_lead_005,Renzo Naruse,V3 pair closure,protag,shonen,military,mystery,comedy,cast/v3/cv3_lead_005.webp,game_source/public/cast/v3/cv3_lead_005.webp,CAST_V3_ART_MANIFEST.csv row 6 / cast_v3_sheet_01:5,,cv3_lead_005.webp,cv3_lead_005.webp,cv3_lead_005.webp,b029c7802940ab4fcdca51208bccc79034ca984f0c43766c25c341156e600fd0,b029c7802940ab4fcdca51208bccc79034ca984f0c43766c25c341156e600fd0,196c5e335a390d93,512,512,True,True,True,True,True,False,
cv3_lead_006,Ayame Naruse,V3 pair closure,protag,shonen,slice,comedy,romance,cast/v3/cv3_lead_006.webp,game_source/public/cast/v3/cv3_lead_006.webp,CAST_V3_ART_MANIFEST.csv row 7 / cast_v3_sheet_01:6,,cv3_lead_006.webp,cv3_lead_006.webp,cv3_lead_006.webp,54cb49d5f85438e281bf32b9d78429bf54a791cd1c2b521fd735d60d61ab7611,54cb49d5f85438e281bf32b9d78429bf54a791cd1c2b521fd735d60d61ab7611,34b493c3d35ac24d,512,512,True,True,True,True,True,False,
cv3_lead_007,Toma Teshima,V3 pair closure,protag,shonen,samurai,comedy,supernatural,cast/v3/cv3_lead_007.webp,game_source/public/cast/v3/cv3_lead_007.webp,CAST_V3_ART_MANIFEST.csv row 8 / cast_v3_sheet_01:7,,cv3_lead_007.webp,cv3_lead_007.webp,cv3_lead_007.webp,c57060fb6ebd2c075c231dd76e5d83ea23a3e8c28487aec63461d8af28b01c54,c57060fb6ebd2c075c231dd76e5d83ea23a3e8c28487aec63461d8af28b01c54,2aca2f262f146bc5,512,512,True,True,True,True,True,False,
cv3_lead_008,Eri Teshima,V3 pair closure,protag,shonen,cyber,supernatural,cooking,cast/v3/cv3_lead_008.webp,game_source/public/cast/v3/cv3_lead_008.webp,CAST_V3_ART_MANIFEST.csv row 9 / cast_v3_sheet_01:8,,cv3_lead_008.webp,cv3_lead_008.webp,cv3_lead_008.webp,f9c9b4f2baa7c50b920a3e8f107041badc3f47a9be9d16b905ed46858a0afdf1,f9c9b4f2baa7c50b920a3e8f107041badc3f47a9be9d16b905ed46858a0afdf1,21c12fb2a5ab499d,512,512,True,True,True,True,True,False,
cv3_lead_009,Naoki Hoshino,V3 pair closure,protag,shonen,idol,cooking,fantasy,cast/v3/cv3_lead_009.webp,game_source/public/cast/v3/cv3_lead_009.webp,CAST_V3_ART_MANIFEST.csv row 10 / cast_v3_sheet_02:1,,cv3_lead_009.webp,cv3_lead_009.webp,cv3_lead_009.webp,4a512daa400fee58c48a5a32e18f2743fc67ef9595dda9e6d9789c974fdc1961,4a512daa400fee58c48a5a32e18f2743fc67ef9595dda9e6d9789c974fdc1961,34c76f64121f9cc2,512,512,True,True,True,True,True,False,
cv3_lead_010,Fumika Hoshino,V3 pair closure,protag,shonen,shinobi,cooking,mystery,cast/v3/cv3_lead_010.webp,game_source/public/cast/v3/cv3_lead_010.webp,CAST_V3_ART_MANIFEST.csv row 11 / cast_v3_sheet_02:2,,cv3_lead_010.webp,cv3_lead_010.webp,cv3_lead_010.webp,47dbe340512d915ea091d1eb2f219a36a5ce9225ce57ce7909fcff3a9fef19e3,47dbe340512d915ea091d1eb2f219a36a5ce9225ce57ce7909fcff3a9fef19e3,629a99d3d1431cbc,512,512,True,True,True,True,True,False,
cv3_lead_011,Akio Arata,V3 pair closure,protag,shonen,samurai,cooking,mythology,cast/v3/cv3_lead_011.webp,game_source/public/cast/v3/cv3_lead_011.webp,CAST_V3_ART_MANIFEST.csv row 12 / cast_v3_sheet_02:3,,cv3_lead_011.webp,cv3_lead_011.webp,cv3_lead_011.webp,ee69ba4b5e9f6a4474830524db666b96f9d8f3fc8b16c0d19ebe414240ab9e72,ee69ba4b5e9f6a4474830524db666b96f9d8f3fc8b16c0d19ebe414240ab9e72,79875cd097d39250,512,512,True,True,True,True,True,False,
