stable_id,manifest_filename,actual_path,source_sha256,source_width,source_height,selected,donor,replacement_for,status,notes
v4_sidekick_shonen_010,087__v4_sidekick_shonen_010.png,batch_02_081-160/083__v4_sidekick_shonen_010.png,ba3e05de0a24f960b88400d01e90a93ba321d0a3ddea8b73a237e8fe2af35e5f,175,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/083__v4_sidekick_shonen_010.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_011,088__v4_sidekick_shonen_011.png,batch_02_081-160/084__v4_sidekick_shonen_011.png,8af25224f0304d8c638df9f218280f2a79a8f5a48eea5de88cce8f551ed7c4ce,204,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/084__v4_sidekick_shonen_011.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_012,089__v4_sidekick_shonen_012.png,batch_02_081-160/085__v4_sidekick_shonen_012.png,8482d8c8092e409dd533a6f1747aee7da50cb056d68c5220c311c5eec08cf587,205,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/085__v4_sidekick_shonen_012.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_013,090__v4_sidekick_shonen_013.png,batch_02_081-160/086__v4_sidekick_shonen_013.png,936e870b8e0ad14e53b0978a70a861a2b5a4258812e8a9e96e82afa178358e10,195,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/086__v4_sidekick_shonen_013.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_014,091__v4_sidekick_shonen_014.png,batch_02_081-160/087__v4_sidekick_shonen_014.png,55f343bb4dabff758ebe7ec063f864c0dc3bb23ce5f25019e39aa39eec851547,176,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/087__v4_sidekick_shonen_014.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_015,092__v4_sidekick_shonen_015.png,batch_02_081-160/088__v4_sidekick_shonen_015.png,668353d838eb5c9095eeee74055eb25f417e47bd5576c3305c204a7efa13290f,158,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/088__v4_sidekick_shonen_015.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_016,093__v4_sidekick_shonen_016.png,batch_02_081-160/089__v4_sidekick_shonen_016.png,3c6f633221513fe9c6a453f06577187a9e91a552fb1c3a09ce6400c13c7c3516,182,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/089__v4_sidekick_shonen_016.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_017,094__v4_sidekick_shonen_017.png,batch_02_081-160/090__v4_sidekick_shonen_017.png,18fbd3e99e50fd1498d65b7f7e0ff5a634a7a36c80fee7696bdb3dc138c53acb,147,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/090__v4_sidekick_shonen_017.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_018,095__v4_sidekick_shonen_018.png,batch_02_081-160/091__v4_sidekick_shonen_018.png,14ca857b42c04477c98c62943da1bdbc148b71d0ad4e84ee97ff4acc87b8aa8c,193,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/091__v4_sidekick_shonen_018.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_019,096__v4_sidekick_shonen_019.png,batch_02_081-160/092__v4_sidekick_shonen_019.png,a7f9c186c37631ee15178f874081c829aa397c77ed67a16112cba9431ef74f6b,203,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/092__v4_sidekick_shonen_019.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_020,097__v4_sidekick_shonen_020.png,batch_02_081-160/093__v4_sidekick_shonen_020.png,f62df674916cec5110ca5742f30bf44d2efdc46df633fcd344116c31db01a9cd,187,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/093__v4_sidekick_shonen_020.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_021,098__v4_sidekick_shonen_021.png,batch_02_081-160/094__v4_sidekick_shonen_021.png,58509fdea2a3a54714326fd989b56ff80723001e8e6bb9c84ca625b9124fdb44,185,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/094__v4_sidekick_shonen_021.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_022,099__v4_sidekick_shonen_022.png,batch_02_081-160/095__v4_sidekick_shonen_022.png,54c14a2b2f08e5429e85918bb0f0dca5135d90f957c1b9bb18fcefc0b04ba64f,184,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/095__v4_sidekick_shonen_022.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_023,100__v4_sidekick_shonen_023.png,batch_02_081-160/096__v4_sidekick_shonen_023.png,69557c27890aa633c593558bd638a92cc7bbb5e9e63a05ea28a829328e29d542,178,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/096__v4_sidekick_shonen_023.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_024,101__v4_sidekick_shonen_024.png,batch_02_081-160/097__v4_sidekick_shonen_024.png,517682ce27043e5462a5a7fdc44efcea00769a4ac23276d32a9067f358158262,172,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/097__v4_sidekick_shonen_024.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_025,102__v4_sidekick_shonen_025.png,batch_02_081-160/098__v4_sidekick_shonen_025.png,dfea5474ff38b6a1e4148c7588ee67b17ee1f0b062269749e92cafd44ce48df6,186,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/098__v4_sidekick_shonen_025.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_026,103__v4_sidekick_shonen_026.png,batch_02_081-160/099__v4_sidekick_shonen_026.png,820403b2232d9c85bc3845b7ab3e2ca1e2a161b7ed9285582a45379a0cb02ee5,174,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/099__v4_sidekick_shonen_026.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_027,104__v4_sidekick_shonen_027.png,batch_02_081-160/100__v4_sidekick_shonen_027.png,8dfd50ed821a5d7af9140c3878dd0b58dbde128cc21027798852294a167dfb4c,176,193,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/100__v4_sidekick_shonen_027.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_028,105__v4_sidekick_shonen_028.png,batch_02_081-160/101__v4_sidekick_shonen_028.png,20b63c3654f77f268287e9d8f3e00b0471763ba3902da4d00d7942e7a83e7170,187,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/101__v4_sidekick_shonen_028.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_029,106__v4_sidekick_shonen_029.png,batch_02_081-160/102__v4_sidekick_shonen_029.png,7f34f251d89db952fe310749d4bacdfd5210070687fc4bcb502796ab22d8826b,185,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/102__v4_sidekick_shonen_029.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_030,107__v4_sidekick_shonen_030.png,batch_02_081-160/103__v4_sidekick_shonen_030.png,d4c895b78a240ab8e787960a5fbcc7dfe01e29f27c770aa5f8f9ae4e61e6a266,184,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/103__v4_sidekick_shonen_030.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_031,108__v4_sidekick_shonen_031.png,batch_02_081-160/104__v4_sidekick_shonen_031.png,3bdefcd728b3450be6c152e958edbafff55ea0ad40f7b30587df54a964c0398d,178,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/104__v4_sidekick_shonen_031.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_032,109__v4_sidekick_shonen_032.png,batch_02_081-160/105__v4_sidekick_shonen_032.png,c452302340da3d4967049554106fb27cc049b0608878d5cbf501a4d7e10c1d01,172,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/105__v4_sidekick_shonen_032.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_033,110__v4_sidekick_shonen_033.png,batch_02_081-160/106__v4_sidekick_shonen_033.png,967ec391be361359e3db55026b19bdb39d7c59b613c2b0c9839a683000285b09,186,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/106__v4_sidekick_shonen_033.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_034,111__v4_sidekick_shonen_034.png,batch_02_081-160/107__v4_sidekick_shonen_034.png,77033d9bfbba4f09b719757721791673a15c1c73e22ffa994c3b7b7b314983e1,174,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/107__v4_sidekick_shonen_034.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_035,112__v4_sidekick_shonen_035.png,batch_02_081-160/108__v4_sidekick_shonen_035.png,79c5c7da85c66c9f0c4911c0c224ee401e140b6621abe39211f6e74f102d8078,176,184,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/108__v4_sidekick_shonen_035.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_001,113__v4_sidekick_shojo_001.png,batch_02_081-160/109__v4_sidekick_shojo_001.png,448842765719ca7d00fc7a08ee24d750a18d1a1920dd5a96982e979955e2a8e8,187,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/109__v4_sidekick_shojo_001.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_002,114__v4_sidekick_shojo_002.png,batch_02_081-160/110__v4_sidekick_shojo_002.png,2b4657a81095921d7cb05e023469d41a45eadca3bad9fb37403c7f73d4fdb2a5,185,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/110__v4_sidekick_shojo_002.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_003,115__v4_sidekick_shojo_003.png,batch_02_081-160/111__v4_sidekick_shojo_003.png,e8e2071e704c307971cf4c311dea12e4bad9524b7b9dae3147e255a50c281158,184,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/111__v4_sidekick_shojo_003.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_004,116__v4_sidekick_shojo_004.png,batch_02_081-160/112__v4_sidekick_shojo_004.png,49a814233c592ed30f5e01c6edad0c6560bc8da13a64921fb8ea182594b88b43,178,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/112__v4_sidekick_shojo_004.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_005,117__v4_sidekick_shojo_005.png,batch_02_081-160/113__v4_sidekick_shojo_005.png,4043c915ae78062dd6800a98f9748fdb30fe49b846ac70028e1fd0fbbb48ae1f,172,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/113__v4_sidekick_shojo_005.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_006,118__v4_sidekick_shojo_006.png,batch_02_081-160/114__v4_sidekick_shojo_006.png,648374e81a353e489b2d68e27c1e955db6f699e23ff9a37262f73c395919affd,186,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/114__v4_sidekick_shojo_006.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_007,119__v4_sidekick_shojo_007.png,batch_02_081-160/115__v4_sidekick_shojo_007.png,ecf4177c024ea67581334b45e916e0495d0c4fda2d8053e95cbf8fcad5bf3dcb,174,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/115__v4_sidekick_shojo_007.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_008,120__v4_sidekick_shojo_008.png,batch_02_081-160/116__v4_sidekick_shojo_008.png,f2194d2c3630ffa0ae3dc58d882ad19c6b1ca0150740b0aa1ccb9cf1d69dcdc2,176,173,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/116__v4_sidekick_shojo_008.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_009,121__v4_sidekick_shojo_009.png,batch_02_081-160/117__v4_sidekick_shojo_009.png,8462c2f449ddb19a94082ae187deec437269f77aa0eeb361dc069e6b91eb773d,187,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/117__v4_sidekick_shojo_009.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_010,122__v4_sidekick_shojo_010.png,batch_02_081-160/118__v4_sidekick_shojo_010.png,7702e5c9ea465592634253482e8a50536295cd7285710353bd6a8df1a9bc5600,185,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/118__v4_sidekick_shojo_010.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_011,123__v4_sidekick_shojo_011.png,batch_02_081-160/119__v4_sidekick_shojo_011.png,05803fc685fcb8836bc5e9e638149d8bb0ec9401ffe1e460eecc43c3bcfce070,184,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/119__v4_sidekick_shojo_011.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_012,124__v4_sidekick_shojo_012.png,batch_02_081-160/120__v4_sidekick_shojo_012.png,4837b1d71d165db9c11461954ba0a0025b0ea5d9d7ce8ad8524421fc866a692a,178,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/120__v4_sidekick_shojo_012.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_013,125__v4_sidekick_shojo_013.png,batch_02_081-160/121__v4_sidekick_shojo_013.png,f69261ef44e49158233b1575654e2071bafcb355efee1a47d2fb0c9f28d7fb53,172,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/121__v4_sidekick_shojo_013.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_014,126__v4_sidekick_shojo_014.png,batch_02_081-160/122__v4_sidekick_shojo_014.png,eaf55bbd203a4299d689e797a4fd2b39341889caa8d6f280c362d1a539f43609,186,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/122__v4_sidekick_shojo_014.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_015,127__v4_sidekick_shojo_015.png,batch_02_081-160/123__v4_sidekick_shojo_015.png,cccbf917881eb1be13b2bfa36d635180fb572278b9b182b57c3f564d0424f62e,174,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/123__v4_sidekick_shojo_015.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_016,128__v4_sidekick_shojo_016.png,batch_02_081-160/124__v4_sidekick_shojo_016.png,0ffd09f88db6a42c17e89006ec60cfcd362d0ce8b33ec48b006a9bb4680c5eb5,176,179,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/124__v4_sidekick_shojo_016.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_017,129__v4_sidekick_shojo_017.png,batch_02_081-160/125__v4_sidekick_shojo_017.png,ea997bd3e623ded46e1d221cc3efe9c78f6ba8cf7b5681abad0ce17b303d9b11,213,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/125__v4_sidekick_shojo_017.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_018,130__v4_sidekick_shojo_018.png,batch_02_081-160/126__v4_sidekick_shojo_018.png,0171954cefd6a7425581fbf1edbf2693b9a0ce8b6b5c1a26e1bee5c75beb9d40,207,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/126__v4_sidekick_shojo_018.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_019,131__v4_sidekick_shojo_019.png,batch_02_081-160/127__v4_sidekick_shojo_019.png,9603ea11b5fa8e3d3959fd71b5be6c4f199dd14028c9d8ceb1ef60cd7ddd592d,202,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/127__v4_sidekick_shojo_019.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_020,132__v4_sidekick_shojo_020.png,batch_02_081-160/128__v4_sidekick_shojo_020.png,e9d575a131215f6379c50dcafdf11b1e0bf8a04506a7b7e9b769a02d498d44aa,199,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/128__v4_sidekick_shojo_020.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_021,133__v4_sidekick_shojo_021.png,batch_02_081-160/129__v4_sidekick_shojo_021.png,ef742c4ef763ad18478f867bf019df5856294a3ee255f232b8a6564e01f3dbe9,194,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/129__v4_sidekick_shojo_021.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_022,134__v4_sidekick_shojo_022.png,batch_02_081-160/130__v4_sidekick_shojo_022.png,f827eaafbad786ef3999f62498a8632c58b70680a651269fe1d7bc13a9ae4297,209,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/130__v4_sidekick_shojo_022.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_023,135__v4_sidekick_shojo_023.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_sidekick_shojo_024,136__v4_sidekick_shojo_024.png,batch_02_081-160/131__v4_sidekick_shojo_024.png,0dcf303a73e5c03991c6dcfa13050bdd1a26fcbac2fce5d4efb91b5288e896ba,220,258,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/131__v4_sidekick_shojo_024.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_025,137__v4_sidekick_shojo_025.png,batch_02_081-160/132__v4_sidekick_shojo_025.png,1e786bf228fc44fbd42bc143a8b204f7ea4e52ca711419cd2cd3ab50327b3717,213,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/132__v4_sidekick_shojo_025.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_026,138__v4_sidekick_shojo_026.png,batch_02_081-160/133__v4_sidekick_shojo_026.png,ea24f5e4708fbaa20c14a483bf1a8e3671b30860df91e3409cb3a42319abbf68,207,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/133__v4_sidekick_shojo_026.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_027,139__v4_sidekick_shojo_027.png,batch_02_081-160/134__v4_sidekick_shojo_027.png,2239806010cb378ca2e9da8eaf290a54ec540e69b610b881ca5f87cfa25f5228,202,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/134__v4_sidekick_shojo_027.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_028,140__v4_sidekick_shojo_028.png,batch_02_081-160/135__v4_sidekick_shojo_028.png,46c90bab410fea6faa3f204eca7c22f23e3b36bdd4f054bc451bf748e4b627f4,199,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/135__v4_sidekick_shojo_028.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_029,141__v4_sidekick_shojo_029.png,batch_02_081-160/136__v4_sidekick_shojo_029.png,240201110a5fed3cab582fb0ea4ef13d3f5e6fb178da2e598b21eb4623d0d214,194,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/136__v4_sidekick_shojo_029.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_030,142__v4_sidekick_shojo_030.png,batch_02_081-160/137__v4_sidekick_shojo_030.png,debd7c8641fbf724cdc8f738a0cf6bae9aa34ada74eec21fcf19c66bfd55d464,209,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/137__v4_sidekick_shojo_030.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_031,143__v4_sidekick_shojo_031.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_sidekick_shojo_032,144__v4_sidekick_shojo_032.png,batch_02_081-160/138__v4_sidekick_shojo_032.png,085c837dee07df4084459d4f8cdff389e7722232952f85f663aebc70b4bd5489,220,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/138__v4_sidekick_shojo_032.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_033,145__v4_sidekick_shojo_033.png,batch_02_081-160/139__v4_sidekick_shojo_033.png,0024fcac0905f5ae23bca1636d7c1ca4132f7247aa47b31cd41a648de1299758,213,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/139__v4_sidekick_shojo_033.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_034,146__v4_sidekick_shojo_034.png,batch_02_081-160/140__v4_sidekick_shojo_034.png,1a4e95251ff4cdb460990caaeb53a168100125cb7fb62336ebcaf5590bfa25de,207,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/140__v4_sidekick_shojo_034.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_035,147__v4_sidekick_shojo_035.png,batch_02_081-160/141__v4_sidekick_shojo_035.png,e59a4fae25cd35a8f61315ec4d2aa79aca99bcedfd968eac5e4166e2171c59db,202,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/141__v4_sidekick_shojo_035.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_036,148__v4_sidekick_shojo_036.png,batch_02_081-160/142__v4_sidekick_shojo_036.png,ce7c7413040ad53785333089a991d49fa69933da0b04a79535604e0fe64bad28,199,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/142__v4_sidekick_shojo_036.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_037,149__v4_sidekick_shojo_037.png,batch_02_081-160/143__v4_sidekick_shojo_037.png,304c549ae29295cf22b48f3995c5967f6dfbc4de7610f3bc477ea66d9257d81d,194,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/143__v4_sidekick_shojo_037.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shojo_038,150__v4_sidekick_shojo_038.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_mascot_shonen_001,151__v4_mascot_shonen_001.png,batch_02_081-160/144__v4_mascot_shonen_001.png,e06c6f38b49c41a788b597808932635f3a1ea9bd28ce5d8aaf1eb306e785b25e,209,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/144__v4_mascot_shonen_001.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_002,152__v4_mascot_shonen_002.png,batch_02_081-160/145__v4_mascot_shonen_002.png,d8820f1c0c63208aa671169670e8c53e8e93e6f16b2ec6ef54193ad31c028d6f,220,227,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/145__v4_mascot_shonen_002.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_003,153__v4_mascot_shonen_003.png,batch_02_081-160/146__v4_mascot_shonen_003.png,56d7079c411626d4c31cf2fbb329fc5744c3b7b393afe2dbbf9a464e8d1af9cf,213,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/146__v4_mascot_shonen_003.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_004,154__v4_mascot_shonen_004.png,batch_02_081-160/147__v4_mascot_shonen_004.png,169eb7346340afb8be25071099205d1e46e6d50df093d14a944ff5314a4af3b7,207,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/147__v4_mascot_shonen_004.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_005,155__v4_mascot_shonen_005.png,batch_02_081-160/148__v4_mascot_shonen_005.png,367bf2d269309c8e5bb6fcb7d15e99c5fa00c0f6179acb16403f26019ec0f9a1,202,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/148__v4_mascot_shonen_005.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_006,156__v4_mascot_shonen_006.png,batch_02_081-160/149__v4_mascot_shonen_006.png,03efdfd3a01d9f61c1bd236e90833784f2709f94574acb4481785f13189993f6,199,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/149__v4_mascot_shonen_006.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_007,157__v4_mascot_shonen_007.png,batch_02_081-160/150__v4_mascot_shonen_007.png,250110938fd75b2db2487a47f8de2bf9643602c3c2480b72d9708fba8e8c7b53,194,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/150__v4_mascot_shonen_007.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_008,158__v4_mascot_shonen_008.png,batch_02_081-160/151__v4_mascot_shonen_008.png,60dac3c59ce84e297a53fd10d00c0ca448fb37138c4f457a2ff995ca8c519c37,209,257,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/151__v4_mascot_shonen_008.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_mascot_shonen_009,159__v4_mascot_shonen_009.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
